Date,Open,High,Low,Close,Adj Close,Volume
2020-09-02,800.000000,800.000000,772.000000,772.000000,772.000000,9
2020-09-03,777.599976,777.599976,775.200012,775.200012,775.200012,335
2020-09-04,776.000000,780.799988,775.200012,779.200012,779.200012,1
2020-09-08,779.200012,779.200012,779.200012,779.200012,779.200012,0
2020-09-09,778.400024,779.200012,776.799988,779.200012,779.200012,105
2020-09-10,780.000000,780.000000,776.799988,780.000000,780.000000,18289
2020-09-11,777.599976,784.799988,777.599976,778.400024,778.400024,133
2020-09-14,778.400024,780.000000,776.000000,780.000000,780.000000,4258
2020-09-15,800.000000,855.200012,776.799988,776.799988,776.799988,1080
2020-09-16,777.599976,777.599976,776.799988,777.599976,777.599976,956
2020-09-17,779.200012,780.000000,777.599976,779.200012,779.200012,13638
2020-09-18,787.599976,787.599976,778.400024,781.599976,781.599976,2859
2020-09-21,779.119995,781.599976,779.119995,781.599976,781.599976,6846
2020-09-22,780.799988,780.799988,780.000000,780.000000,780.000000,1238
2020-09-23,780.000000,781.599976,780.000000,780.799988,780.799988,6433
2020-09-24,780.000000,780.799988,780.000000,780.000000,780.000000,3940
2020-09-25,780.000000,780.799988,780.000000,780.000000,780.000000,2066
2020-09-28,780.000000,780.799988,780.000000,780.799988,780.799988,16
2020-09-29,780.799988,784.000000,780.799988,781.599976,781.599976,10373
2020-09-30,781.599976,792.000000,780.000000,784.799988,784.799988,7619
2020-10-01,784.000000,784.799988,780.799988,781.599976,781.599976,2620
2020-10-02,780.000000,780.799988,780.000000,780.000000,780.000000,4458
2020-10-05,784.000000,784.000000,784.000000,784.000000,784.000000,1
2020-10-06,781.599976,781.599976,780.799988,780.799988,780.799988,206
2020-10-07,781.599976,781.599976,781.599976,781.599976,781.599976,15
2020-10-08,780.799988,781.599976,780.799988,781.599976,781.599976,258
2020-10-09,780.799988,780.799988,779.200012,779.200012,779.200012,298
2020-10-12,780.000000,781.200012,780.000000,780.799988,780.799988,44
2020-10-13,776.799988,778.400024,776.000000,778.400024,778.400024,1916
2020-10-14,778.400024,778.400024,778.400024,778.400024,778.400024,3894
2020-10-15,778.400024,778.400024,777.599976,777.599976,777.599976,1320
2020-10-16,778.400024,783.200012,778.400024,778.400024,778.400024,180
2020-10-19,778.400024,782.400024,778.400024,778.400024,778.400024,1003
2020-10-20,778.400024,778.400024,778.400024,778.400024,778.400024,70
2020-10-21,778.400024,778.400024,778.400024,778.400024,778.400024,1
2020-10-22,776.799988,777.599976,774.400024,777.599976,777.599976,2589
2020-10-23,777.599976,777.599976,774.400024,776.000000,776.000000,30
2020-10-26,774.400024,780.000000,774.400024,780.000000,780.000000,1439
2020-10-27,774.400024,776.000000,774.400024,774.799988,774.799988,120
2020-10-28,774.400024,776.799988,773.599976,776.799988,776.799988,2020
2020-10-29,774.400024,776.000000,772.719971,773.599976,773.599976,1564
2020-10-30,774.400024,774.400024,772.799988,772.799988,772.799988,1256
