Date,GOEV_Open,GOEV_High,GOEV_Low,GOEV_Close,GOEV_Adj Close
2023-01-18,1.3300000429153442,1.350000023841858,1.2799999713897705,1.3200000524520874,1.3200000524520874
2023-01-19,1.2799999713897705,1.2899999618530273,1.2100000381469727,1.2699999809265137,1.2699999809265137
2023-01-20,1.2899999618530273,1.2999999523162842,1.2300000190734863,1.2400000095367432,1.2400000095367432
2023-01-23,1.25,1.340000033378601,1.2200000286102295,1.3300000429153442,1.3300000429153442
2023-01-24,1.309999942779541,1.350000023841858,1.2599999904632568,1.2699999809265137,1.2699999809265137
2023-01-25,1.399999976158142,1.409999966621399,1.2400000095367432,1.25,1.25
2023-01-26,1.2899999618530273,1.2999999523162842,1.1399999856948853,1.190000057220459,1.190000057220459
2023-01-27,1.1699999570846558,1.4700000286102295,1.149999976158142,1.3799999952316284,1.3799999952316284
2023-01-30,1.3200000524520874,1.3200000524520874,1.2200000286102295,1.2200000286102295,1.2200000286102295
2023-01-31,1.2300000190734863,1.2400000095367432,1.190000057220459,1.2000000476837158,1.2000000476837158
2023-02-01,1.1699999570846558,1.2200000286102295,1.100000023841858,1.2100000381469727,1.2100000381469727
2023-02-02,1.225000023841858,1.309999942779541,1.2000000476837158,1.2100000381469727,1.2100000381469727
2023-02-03,1.190000057220459,1.2799999713897705,1.1699999570846558,1.25,1.25
2023-02-06,1.0,1.1399999856948853,0.9879999756813049,1.0950000286102295,1.0950000286102295
2023-02-07,1.090000033378601,1.100000023841858,1.0,1.0299999713897705,1.0299999713897705
2023-02-08,1.0399999618530273,1.0800000429153442,1.0099999904632568,1.0499999523162842,1.0499999523162842
2023-02-09,1.0499999523162842,1.059999942779541,0.9399999976158142,0.9599999785423279,0.9599999785423279
2023-02-10,0.9919999837875366,1.0199999809265137,0.9620000123977661,0.9950000047683716,0.9950000047683716
2023-02-13,0.9900000095367432,0.9950000047683716,0.890999972820282,0.9039999842643738,0.9039999842643738
2023-02-14,0.9010000228881836,0.9399999976158142,0.8709999918937683,0.9369999766349792,0.9369999766349792
2023-02-15,0.9240000247955322,0.9599999785423279,0.8849999904632568,0.9440000057220459,0.9440000057220459
2023-02-16,0.9100000262260437,0.9300000071525574,0.8920000195503235,0.8949999809265137,0.8949999809265137
2023-02-17,0.9089999794960022,0.9100000262260437,0.8510000109672546,0.8799999952316284,0.8799999952316284
