Date,SOLO_Open,SOLO_High,SOLO_Low,SOLO_Close,SOLO_Adj Close
2023-01-18,0.9900000095367432,1.0,0.8999999761581421,0.9200000166893005,0.9200000166893005
2023-01-19,0.9200000166893005,0.9900000095367432,0.8799999952316284,0.9900000095367432,0.9900000095367432
2023-01-20,0.9900000095367432,1.0199999809265137,0.9399999976158142,0.9900000095367432,0.9900000095367432
2023-01-23,0.9900000095367432,1.0399999618530273,0.9599999785423279,1.0099999904632568,1.0099999904632568
2023-01-24,1.0,1.0499999523162842,1.0,1.0099999904632568,1.0099999904632568
2023-01-25,1.0099999904632568,1.0199999809265137,0.9700000286102295,1.0,1.0
2023-01-26,1.0,1.0199999809265137,0.949999988079071,0.9599999785423279,0.9599999785423279
2023-01-27,0.9599999785423279,1.0499999523162842,0.9300000071525574,1.0099999904632568,1.0099999904632568
2023-01-30,0.9800000190734863,1.0199999809265137,0.9700000286102295,0.9700000286102295,0.9700000286102295
2023-01-31,0.9800000190734863,1.1399999856948853,0.9700000286102295,1.1399999856948853,1.1399999856948853
2023-02-01,1.1100000143051147,1.149999976158142,1.0299999713897705,1.0700000524520874,1.0700000524520874
2023-02-02,1.100000023841858,1.1399999856948853,1.059999942779541,1.1100000143051147,1.1100000143051147
2023-02-03,1.090000033378601,1.1299999952316284,1.0700000524520874,1.0800000429153442,1.0800000429153442
2023-02-06,1.059999942779541,1.0800000429153442,1.0399999618530273,1.059999942779541,1.059999942779541
2023-02-07,1.0800000429153442,1.1100000143051147,1.0399999618530273,1.090000033378601,1.090000033378601
2023-02-08,1.0700000524520874,1.090000033378601,1.0299999713897705,1.0700000524520874,1.0700000524520874
2023-02-09,1.059999942779541,1.1200000047683716,1.0,1.0099999904632568,1.0099999904632568
2023-02-10,1.0,1.0,0.9399999976158142,0.9700000286102295,0.9700000286102295
2023-02-13,0.9800000190734863,1.0,0.9300000071525574,0.949999988079071,0.949999988079071
2023-02-14,0.949999988079071,0.9700000286102295,0.9300000071525574,0.949999988079071,0.949999988079071
2023-02-15,0.9399999976158142,0.9800000190734863,0.9300000071525574,0.9700000286102295,0.9700000286102295
2023-02-16,0.9700000286102295,0.9800000190734863,0.8999999761581421,0.8999999761581421,0.8999999761581421
2023-02-17,0.8999999761581421,0.9399999976158142,0.8999999761581421,0.9300000071525574,0.9300000071525574
2023-02-21,0.9399999976158142,0.9399999976158142,0.8799999952316284,0.8799999952316284,0.8799999952316284
2023-02-22,0.8999999761581421,0.9100000262260437,0.8500000238418579,0.8700000047683716,0.8700000047683716
2023-02-23,0.8600000143051147,0.8899999856948853,0.7599999904632568,0.7599999904632568,0.7599999904632568
2023-02-24,0.7599999904632568,0.7599999904632568,0.699999988079071,0.699999988079071,0.699999988079071
2023-02-27,0.7099999785423279,0.7599999904632568,0.699999988079071,0.7300000190734863,0.7300000190734863
2023-02-28,0.75,0.7799999713897705,0.7300000190734863,0.7300000190734863,0.7300000190734863
2023-03-01,0.7300000190734863,0.75,0.7200000286102295,0.7200000286102295,0.7200000286102295
2023-03-02,0.7300000190734863,0.7699999809265137,0.7200000286102295,0.7400000095367432,0.7400000095367432
2023-03-03,0.75,0.7599999904632568,0.7400000095367432,0.7599999904632568,0.7599999904632568
2023-03-06,0.800000011920929,0.800000011920929,0.7200000286102295,0.7300000190734863,0.7300000190734863
2023-03-07,0.7400000095367432,0.7400000095367432,0.7099999785423279,0.7200000286102295,0.7200000286102295
2023-03-08,0.7200000286102295,0.7200000286102295,0.6800000071525574,0.699999988079071,0.699999988079071
2023-03-09,0.699999988079071,0.7099999785423279,0.6800000071525574,0.6899999976158142,0.6899999976158142
2023-03-10,0.6899999976158142,0.699999988079071,0.6399999856948853,0.6800000071525574,0.6800000071525574
2023-03-13,0.6600000262260437,0.6700000166893005,0.6100000143051147,0.6399999856948853,0.6399999856948853
2023-03-14,0.6600000262260437,0.6899999976158142,0.6399999856948853,0.6800000071525574,0.6800000071525574
2023-03-15,0.6700000166893005,0.6899999976158142,0.6399999856948853,0.6600000262260437,0.6600000262260437
2023-03-16,0.6600000262260437,0.6600000262260437,0.6000000238418579,0.6000000238418579,0.6000000238418579
2023-03-17,0.6000000238418579,0.6299999952316284,0.5899999737739563,0.6299999952316284,0.6299999952316284
2023-03-20,0.6299999952316284,0.6299999952316284,0.5799999833106995,0.5799999833106995,0.5799999833106995
2023-03-21,0.5799999833106995,0.5899999737739563,0.550000011920929,0.5799999833106995,0.5799999833106995
2023-03-22,0.5899999737739563,0.5899999737739563,0.5199999809265137,0.5400000214576721,0.5400000214576721
2023-03-23,0.5299999713897705,0.550000011920929,0.5199999809265137,0.5199999809265137,0.5199999809265137
2023-03-24,0.5099999904632568,0.5299999713897705,0.4699999988079071,0.47999998927116394,0.47999998927116394
2023-03-27,0.4699999988079071,0.5,0.4699999988079071,0.49000000953674316,0.49000000953674316
2023-03-28,0.49000000953674316,0.49000000953674316,0.44999998807907104,0.44999998807907104,0.44999998807907104
2023-03-29,0.46000000834465027,0.47999998927116394,0.4399999976158142,0.44999998807907104,0.44999998807907104
2023-03-30,0.44999998807907104,0.5199999809265137,0.44999998807907104,0.5099999904632568,0.5099999904632568
2023-03-31,0.5099999904632568,0.5400000214576721,0.5,0.5199999809265137,0.5199999809265137
2023-04-03,0.5299999713897705,0.5299999713897705,0.49000000953674316,0.5099999904632568,0.5099999904632568
2023-04-04,0.5,0.550000011920929,0.5,0.5400000214576721,0.5400000214576721
2023-04-05,0.5400000214576721,0.550000011920929,0.5099999904632568,0.5199999809265137,0.5199999809265137
2023-04-06,0.5199999809265137,0.5199999809265137,0.5,0.5099999904632568,0.5099999904632568
2023-04-10,0.5199999809265137,0.5299999713897705,0.5099999904632568,0.5099999904632568,0.5099999904632568
2023-04-11,0.5099999904632568,0.6499999761581421,0.5099999904632568,0.6200000047683716,0.6200000047683716
2023-04-12,0.6299999952316284,0.6399999856948853,0.5600000023841858,0.5600000023841858,0.5600000023841858
2023-04-13,0.5799999833106995,0.6200000047683716,0.5600000023841858,0.5899999737739563,0.5899999737739563
2023-04-14,0.6000000238418579,0.6100000143051147,0.5699999928474426,0.6000000238418579,0.6000000238418579
2023-04-17,0.6000000238418579,0.6100000143051147,0.5699999928474426,0.6000000238418579,0.6000000238418579
2023-04-18,0.5699999928474426,0.5899999737739563,0.5699999928474426,0.5799999833106995,0.5799999833106995
2023-04-19,0.5699999928474426,0.5799999833106995,0.5199999809265137,0.5400000214576721,0.5400000214576721
2023-04-20,0.5299999713897705,0.5400000214576721,0.5199999809265137,0.5199999809265137,0.5199999809265137
2023-04-21,0.5299999713897705,0.5299999713897705,0.5,0.5099999904632568,0.5099999904632568
2023-04-24,0.5099999904632568,0.550000011920929,0.5099999904632568,0.5199999809265137,0.5199999809265137
