Date,RACE_Open,RACE_High,RACE_Low,RACE_Close,RACE_Adj Close
2023-01-18,241.94000244140625,242.63999938964844,239.7100067138672,239.7100067138672,237.99513244628906
2023-01-19,239.4499969482422,240.0,236.6699981689453,237.99000549316406,236.28744506835938
2023-01-20,240.1999969482422,242.5,239.52000427246094,242.3800048828125,240.6460418701172
2023-01-23,241.9499969482422,245.27999877929688,241.66000366210938,243.63999938964844,241.8970184326172
2023-01-24,242.6999969482422,244.43499755859375,241.80999755859375,244.0399932861328,242.2941436767578
2023-01-25,242.75999450683594,245.77999877929688,242.36000061035156,245.5800018310547,243.82313537597656
2023-01-26,246.75999450683594,248.5030059814453,246.3000030517578,247.77000427246094,245.9974822998047
2023-01-27,248.82000732421875,256.0820007324219,248.82000732421875,253.72000122070312,251.9049072265625
2023-01-30,253.75,255.05999755859375,250.60000610351562,251.25,249.45257568359375
2023-01-31,246.60000610351562,251.58999633789062,246.50999450683594,251.30999755859375,249.51214599609375
2023-02-01,249.80999755859375,256.4599914550781,249.22999572753906,253.32000732421875,251.5077667236328
2023-02-02,265.20001220703125,270.3500061035156,262.6099853515625,265.4800109863281,263.5807800292969
2023-02-03,260.45001220703125,264.0,259.70001220703125,260.0400085449219,258.1796875
2023-02-06,260.3999938964844,263.010009765625,258.9599914550781,261.30999755859375,259.44061279296875
2023-02-07,262.510009765625,267.25,262.27801513671875,266.9100036621094,265.00054931640625
2023-02-08,266.4599914550781,267.8399963378906,265.1499938964844,266.55999755859375,264.6530456542969
2023-02-09,269.5799865722656,270.1199951171875,265.07000732421875,266.30999755859375,264.40484619140625
2023-02-10,258.29998779296875,260.1300048828125,256.9200134277344,259.67999267578125,257.822265625
2023-02-13,261.6099853515625,264.8999938964844,261.1600036621094,263.44000244140625,261.55535888671875
2023-02-14,261.25,266.20001220703125,260.9800109863281,265.6099853515625,263.7098388671875
2023-02-15,263.989990234375,267.30499267578125,263.989990234375,267.2300109863281,265.3182678222656
2023-02-16,265.30999755859375,268.7049865722656,264.135009765625,265.8800048828125,263.9779052734375
2023-02-17,264.8900146484375,267.5899963378906,264.3599853515625,266.8800048828125,264.97076416015625
2023-02-21,263.0400085449219,263.6199951171875,261.7799987792969,262.79998779296875,260.919921875
2023-02-22,261.80999755859375,262.2850036621094,259.57000732421875,260.6000061035156,258.7356872558594
2023-02-23,263.9599914550781,264.6199951171875,261.260009765625,262.1499938964844,260.27459716796875
2023-02-24,257.70001220703125,260.0199890136719,257.0799865722656,259.1099853515625,257.2563171386719
2023-02-27,260.8800048828125,262.6000061035156,260.5199890136719,261.3599853515625,259.490234375
2023-02-28,259.7200012207031,262.0899963378906,258.885009765625,260.3699951171875,258.50732421875
2023-03-01,265.70001220703125,265.79998779296875,262.1400146484375,262.7200012207031,260.84051513671875
2023-03-02,262.32000732421875,265.04998779296875,261.5,264.5799865722656,262.68719482421875
2023-03-03,271.8999938964844,273.1449890136719,270.5350036621094,271.45001220703125,269.5080871582031
2023-03-06,273.5,273.8399963378906,269.92999267578125,270.3599853515625,268.42584228515625
2023-03-07,273.5400085449219,274.0799865722656,268.1400146484375,268.6700134277344,266.7479553222656
2023-03-08,268.57000732421875,270.760009765625,267.3299865722656,269.6600036621094,267.7308654785156
2023-03-09,268.1499938964844,268.7699890136719,263.1300048828125,264.67999267578125,262.7864990234375
2023-03-10,265.7699890136719,265.7699890136719,259.3500061035156,261.2300109863281,259.3611755371094
2023-03-13,258.20001220703125,261.6499938964844,257.82000732421875,260.05999755859375,258.1995544433594
2023-03-14,262.55999755859375,263.7900085449219,260.5799865722656,262.8999938964844,261.01922607421875
2023-03-15,254.2899932861328,257.0,252.1699981689453,256.2900085449219,254.45652770996094
2023-03-16,256.32000732421875,265.30999755859375,256.32000732421875,264.3599853515625,262.4687805175781
2023-03-17,258.3399963378906,260.3599853515625,256.9800109863281,259.20001220703125,257.345703125
2023-03-20,262.739990234375,263.739990234375,260.6400146484375,262.4800109863281,260.60223388671875
2023-03-21,265.70001220703125,267.29998779296875,265.2200012207031,266.6400146484375,264.73248291015625
2023-03-22,269.05999755859375,271.0,265.1700134277344,265.1700134277344,263.27301025390625
2023-03-23,269.0400085449219,270.7200012207031,264.2229919433594,266.1199951171875,264.2161865234375
2023-03-24,264.2300109863281,265.7149963378906,261.260009765625,265.3699951171875,263.4715576171875
2023-03-27,268.20001220703125,268.6300048828125,265.45001220703125,266.1700134277344,264.2658386230469
2023-03-28,266.80999755859375,266.95001220703125,264.8999938964844,266.30999755859375,264.40484619140625
2023-03-29,269.7900085449219,270.239990234375,267.9599914550781,268.8699951171875,266.946533203125
2023-03-30,269.2799987792969,270.0,267.79998779296875,268.8999938964844,266.9762878417969
2023-03-31,270.7200012207031,272.1099853515625,270.19000244140625,270.94000244140625,269.001708984375
2023-04-03,270.20001220703125,271.5199890136719,268.79998779296875,270.94000244140625,269.001708984375
2023-04-04,273.3800048828125,273.6600036621094,270.2049865722656,270.8299865722656,268.8924865722656
2023-04-05,274.989990234375,275.2799987792969,269.5,270.54998779296875,268.614501953125
2023-04-06,269.5,273.7200012207031,269.5,271.94000244140625,269.99456787109375
2023-04-10,270.0799865722656,273.29901123046875,270.0769958496094,272.989990234375,271.03704833984375
2023-04-11,274.260009765625,275.6300048828125,273.5,274.2200012207031,272.25823974609375
2023-04-12,277.3800048828125,278.19500732421875,275.93499755859375,276.6300048828125,274.6510009765625
2023-04-13,283.0,284.8599853515625,279.7200012207031,282.94000244140625,280.9158630371094
2023-04-14,284.94000244140625,286.6099853515625,284.3500061035156,285.5299987792969,283.4873352050781
2023-04-17,280.6199951171875,281.3999938964844,277.9200134277344,281.0400085449219,279.02947998046875
2023-04-18,280.1400146484375,281.6400146484375,278.9259948730469,280.6000061035156,278.5926208496094
2023-04-19,279.9599914550781,280.19000244140625,278.2200012207031,278.6300048828125,276.63671875
2023-04-20,273.20001220703125,276.6600036621094,272.70001220703125,276.0,274.0255126953125
2023-04-21,276.80999755859375,278.7749938964844,274.7799987792969,278.0299987792969,276.0409851074219
2023-04-24,278.8399963378906,280.6440124511719,278.8399963378906,280.19000244140625,280.19000244140625
