Date,NKLA_Open,NKLA_High,NKLA_Low,NKLA_Close,NKLA_Adj Close
2023-01-18,2.609999895095825,2.7100000381469727,2.440000057220459,2.4700000286102295,2.4700000286102295
2023-01-19,2.430000066757202,2.430000066757202,2.2899999618530273,2.390000104904175,2.390000104904175
2023-01-20,2.430000066757202,2.549999952316284,2.4000000953674316,2.5199999809265137,2.5199999809265137
2023-01-23,2.609999895095825,2.7899999618530273,2.5299999713897705,2.759999990463257,2.759999990463257
2023-01-24,2.7100000381469727,2.7300000190734863,2.559999942779541,2.609999895095825,2.609999895095825
2023-01-25,2.569999933242798,2.700000047683716,2.4800000190734863,2.6700000762939453,2.6700000762939453
2023-01-26,2.75,2.757999897003174,2.450000047683716,2.5299999713897705,2.5299999713897705
2023-01-27,2.4800000190734863,2.890000104904175,2.4200000762939453,2.7699999809265137,2.7699999809265137
2023-01-30,2.690000057220459,2.7200000286102295,2.509999990463257,2.509999990463257,2.509999990463257
2023-01-31,2.549999952316284,2.7300000190734863,2.490000009536743,2.7100000381469727,2.7100000381469727
2023-02-01,2.680000066757202,2.7300000190734863,2.549999952316284,2.6600000858306885,2.6600000858306885
2023-02-02,2.7699999809265137,2.869999885559082,2.6549999713897705,2.7300000190734863,2.7300000190734863
2023-02-03,2.6500000953674316,2.9800000190734863,2.609999895095825,2.75,2.75
2023-02-06,2.809999942779541,2.815000057220459,2.609999895095825,2.630000114440918,2.630000114440918
2023-02-07,2.680000066757202,2.690000057220459,2.509999990463257,2.609999895095825,2.609999895095825
2023-02-08,2.569999933242798,2.5999999046325684,2.509999990463257,2.5399999618530273,2.5399999618530273
2023-02-09,2.5799999237060547,2.5899999141693115,2.390000104904175,2.4200000762939453,2.4200000762939453
2023-02-10,2.4100000858306885,2.4200000762939453,2.3299999237060547,2.4200000762939453,2.4200000762939453
2023-02-13,2.4600000381469727,2.5399999618530273,2.3499999046325684,2.509999990463257,2.509999990463257
2023-02-14,2.450000047683716,2.5799999237060547,2.4000000953674316,2.509999990463257,2.509999990463257
2023-02-15,2.5,2.6700000762939453,2.4700000286102295,2.6700000762939453,2.6700000762939453
2023-02-16,2.5999999046325684,2.630000114440918,2.509999990463257,2.509999990463257,2.509999990463257
2023-02-17,2.509999990463257,2.5199999809265137,2.4100000858306885,2.509999990463257,2.509999990463257
2023-02-21,2.4700000286102295,2.4800000190734863,2.359999895095825,2.390000104904175,2.390000104904175
2023-02-22,2.4000000953674316,2.4100000858306885,2.259999990463257,2.3299999237060547,2.3299999237060547
2023-02-23,2.369999885559082,2.4100000858306885,2.119999885559082,2.200000047683716,2.200000047683716
2023-02-24,2.140000104904175,2.259999990463257,2.0999999046325684,2.2200000286102295,2.2200000286102295
2023-02-27,2.25,2.2699999809265137,2.1700000762939453,2.2200000286102295,2.2200000286102295
2023-02-28,2.2200000286102295,2.299999952316284,2.200000047683716,2.2200000286102295,2.2200000286102295
2023-03-01,2.2100000381469727,2.2100000381469727,2.109999895095825,2.1600000858306885,2.1600000858306885
2023-03-02,2.130000114440918,2.1500000953674316,2.075000047683716,2.109999895095825,2.109999895095825
2023-03-03,2.140000104904175,2.200000047683716,2.119999885559082,2.1500000953674316,2.1500000953674316
2023-03-06,2.1600000858306885,2.1700000762939453,2.049999952316284,2.059999942779541,2.059999942779541
2023-03-07,2.059999942779541,2.059999942779541,1.9500000476837158,1.9500000476837158,1.9500000476837158
2023-03-08,1.965000033378601,1.965000033378601,1.8799999952316284,1.940000057220459,1.940000057220459
2023-03-09,1.909999966621399,1.9600000381469727,1.7899999618530273,1.7999999523162842,1.7999999523162842
2023-03-10,1.809999942779541,1.809999942779541,1.6399999856948853,1.659999966621399,1.659999966621399
2023-03-13,1.649999976158142,1.8200000524520874,1.600000023841858,1.7799999713897705,1.7799999713897705
2023-03-14,1.840000033378601,1.8700000047683716,1.6399999856948853,1.6699999570846558,1.6699999570846558
2023-03-15,1.649999976158142,1.659999966621399,1.5499999523162842,1.6399999856948853,1.6399999856948853
2023-03-16,1.6399999856948853,1.75,1.600000023841858,1.75,1.75
2023-03-17,1.7599999904632568,1.7699999809265137,1.6699999570846558,1.7000000476837158,1.7000000476837158
2023-03-20,1.6699999570846558,1.6799999475479126,1.5,1.559999942779541,1.559999942779541
2023-03-21,1.600000023841858,1.6399999856948853,1.5499999523162842,1.6200000047683716,1.6200000047683716
2023-03-22,1.6100000143051147,1.6200000047683716,1.5099999904632568,1.5099999904632568,1.5099999904632568
2023-03-23,1.5399999618530273,1.5399999618530273,1.350000023841858,1.409999966621399,1.409999966621399
2023-03-24,1.3799999952316284,1.5,1.3600000143051147,1.5,1.5
2023-03-27,1.5,1.5299999713897705,1.4199999570846558,1.5099999904632568,1.5099999904632568
2023-03-28,1.5,1.5,1.4600000381469727,1.4800000190734863,1.4800000190734863
2023-03-29,1.5099999904632568,1.5199999809265137,1.4700000286102295,1.5,1.5
2023-03-30,1.5099999904632568,1.5199999809265137,1.3899999856948853,1.399999976158142,1.399999976158142
2023-03-31,1.2699999809265137,1.2699999809265137,1.149999976158142,1.2100000381469727,1.2100000381469727
2023-04-03,1.2200000286102295,1.3899999856948853,1.2000000476837158,1.2899999618530273,1.2899999618530273
2023-04-04,1.2899999618530273,1.3300000429153442,1.2100000381469727,1.2200000286102295,1.2200000286102295
2023-04-05,1.2200000286102295,1.2200000286102295,1.149999976158142,1.1699999570846558,1.1699999570846558
2023-04-06,1.184999942779541,1.25,1.159999966621399,1.2200000286102295,1.2200000286102295
2023-04-10,1.2300000190734863,1.2400000095367432,1.1699999570846558,1.190000057220459,1.190000057220459
2023-04-11,1.190000057220459,1.2000000476837158,1.0800000429153442,1.090000033378601,1.090000033378601
2023-04-12,1.1200000047683716,1.1299999952316284,0.9700000286102295,0.9929999709129333,0.9929999709129333
2023-04-13,1.0099999904632568,1.0299999713897705,0.9610000252723694,0.9700000286102295,0.9700000286102295
2023-04-14,0.9449999928474426,0.949999988079071,0.8109999895095825,0.8199999928474426,0.8199999928474426
2023-04-17,0.8420000076293945,0.9150000214576721,0.8399999737739563,0.9089999794960022,0.9089999794960022
2023-04-18,0.9279999732971191,1.0,0.9100000262260437,0.9779999852180481,0.9779999852180481
2023-04-19,0.9620000123977661,0.9700000286102295,0.8899999856948853,0.9100000262260437,0.9100000262260437
