Date,FFIE_Open,FFIE_High,FFIE_Low,FFIE_Close,FFIE_Adj Close
2023-01-18,47.12799835205078,52.0,42.47999954223633,47.720001220703125,47.720001220703125
2023-01-19,46.91999816894531,52.0,43.20000076293945,46.70399856567383,46.70399856567383
2023-01-20,46.944000244140625,51.03200149536133,46.400001525878906,49.055999755859375,49.055999755859375
2023-01-23,49.599998474121094,78.80000305175781,48.0,73.89600372314453,73.89600372314453
2023-01-24,71.33599853515625,90.4000015258789,66.4000015258789,75.21600341796875,75.21600341796875
2023-01-25,76.59200286865234,77.27999877929688,65.68000030517578,68.23999786376953,68.23999786376953
2023-01-26,74.40799713134766,74.6240005493164,60.79999923706055,63.49599838256836,63.49599838256836
2023-01-27,66.0,75.19200134277344,64.80000305175781,70.12799835205078,70.12799835205078
2023-01-30,71.23999786376953,71.57599639892578,62.87200164794922,63.20800018310547,63.20800018310547
2023-01-31,63.90399932861328,72.0,61.61600112915039,68.0,68.0
2023-02-01,68.0,75.11199951171875,67.45600128173828,71.35199737548828,71.35199737548828
2023-02-02,74.10399627685547,88.0,74.0,79.20800018310547,79.20800018310547
2023-02-03,80.80000305175781,88.0,80.0,86.4000015258789,86.4000015258789
2023-02-06,103.5999984741211,105.5999984741211,61.2239990234375,63.375999450683594,63.375999450683594
2023-02-07,66.80000305175781,68.0479965209961,52.79999923706055,64.0,64.0
2023-02-08,64.19599914550781,68.0,54.400001525878906,57.375999450683594,57.375999450683594
2023-02-09,58.400001525878906,58.63999938964844,51.20000076293945,56.85599899291992,56.85599899291992
2023-02-10,54.5359992980957,58.63999938964844,52.12799835205078,55.215999603271484,55.215999603271484
2023-02-13,56.720001220703125,59.19200134277344,53.608001708984375,57.36000061035156,57.36000061035156
2023-02-14,56.7599983215332,57.20000076293945,51.20000076293945,54.45600128173828,54.45600128173828
2023-02-15,53.97600173950195,55.96799850463867,51.87200164794922,52.63199996948242,52.63199996948242
2023-02-16,52.79999923706055,57.599998474121094,50.119998931884766,50.119998931884766,50.119998931884766
2023-02-17,50.38399887084961,50.38399887084961,44.0,46.96799850463867,46.96799850463867
2023-02-21,50.40800094604492,50.79999923706055,45.86399841308594,48.487998962402344,48.487998962402344
2023-02-22,49.599998474121094,51.167999267578125,44.167999267578125,46.69599914550781,46.69599914550781
2023-02-23,47.20000076293945,47.672000885009766,44.06399917602539,46.231998443603516,46.231998443603516
2023-02-24,44.79999923706055,47.599998474121094,43.400001525878906,44.52799987792969,44.52799987792969
2023-02-27,45.847999572753906,46.560001373291016,40.880001068115234,41.104000091552734,41.104000091552734
2023-02-28,40.79999923706055,43.84000015258789,40.439998626708984,42.560001373291016,42.560001373291016
2023-03-01,44.79999923706055,45.20000076293945,40.400001525878906,41.9119987487793,41.9119987487793
2023-03-02,42.400001525878906,42.400001525878906,40.0880012512207,40.65599822998047,40.65599822998047
2023-03-03,41.03200149536133,47.86399841308594,40.63999938964844,45.599998474121094,45.599998474121094
2023-03-06,46.47999954223633,49.439998626708984,43.736000061035156,47.20000076293945,47.20000076293945
2023-03-07,47.439998626708984,48.0,44.0,44.70399856567383,44.70399856567383
2023-03-08,43.36000061035156,45.01599884033203,40.0,41.11199951171875,41.11199951171875
2023-03-09,40.784000396728516,43.599998474121094,40.08000183105469,42.25600051879883,42.25600051879883
2023-03-10,40.79999923706055,41.599998474121094,36.040000915527344,37.59199905395508,37.59199905395508
2023-03-13,34.71200180053711,36.79199981689453,28.799999237060547,33.560001373291016,33.560001373291016
2023-03-14,34.400001525878906,35.20000076293945,30.520000457763672,30.775999069213867,30.775999069213867
2023-03-15,30.15999984741211,34.400001525878906,28.8799991607666,34.0,34.0
2023-03-16,33.119998931884766,34.2400016784668,30.799999237060547,33.97600173950195,33.97600173950195
2023-03-17,33.43199920654297,37.104000091552734,32.880001068115234,36.104000091552734,36.104000091552734
2023-03-20,36.79999923706055,40.624000549316406,34.59199905395508,40.560001373291016,40.560001373291016
2023-03-21,41.040000915527344,43.84000015258789,39.20000076293945,40.720001220703125,40.720001220703125
2023-03-22,40.58399963378906,40.82400131225586,37.720001220703125,38.279998779296875,38.279998779296875
2023-03-23,39.36000061035156,39.36000061035156,31.200000762939453,31.29599952697754,31.29599952697754
2023-03-24,32.167999267578125,32.31919860839844,29.600000381469727,29.81599998474121,29.81599998474121
2023-03-27,31.760000228881836,32.0,27.288000106811523,28.511999130249023,28.511999130249023
2023-03-28,28.799999237060547,28.959999084472656,27.280000686645508,27.86400032043457,27.86400032043457
2023-03-29,29.11199951171875,30.959999084472656,27.959999084472656,28.399999618530273,28.399999618530273
2023-03-30,32.0,32.31999969482422,26.799999237060547,28.08799934387207,28.08799934387207
2023-03-31,28.600000381469727,28.719999313354492,27.200000762939453,28.327999114990234,28.327999114990234
2023-04-03,28.327999114990234,28.615999221801758,24.0,24.06399917602539,24.06399917602539
2023-04-04,24.13599967956543,24.97599983215332,23.84000015258789,24.360000610351562,24.360000610351562
2023-04-05,24.263999938964844,24.263999938964844,22.15999984741211,22.6560001373291,22.6560001373291
2023-04-06,22.90399932861328,23.68000030517578,22.719999313354492,22.823999404907227,22.823999404907227
2023-04-10,23.200000762939453,23.200000762939453,21.600000381469727,21.88800048828125,21.88800048828125
2023-04-11,22.360000610351562,24.0,22.0,22.511999130249023,22.511999130249023
2023-04-12,23.983999252319336,23.983999252319336,20.8799991607666,21.8799991607666,21.8799991607666
2023-04-13,22.239999771118164,26.440000534057617,21.760000228881836,24.799999237060547,24.799999237060547
