Date,RIVN_Open,RIVN_High,RIVN_Low,RIVN_Close,RIVN_Adj Close
2023-01-18,17.389999389648438,17.709999084472656,16.459999084472656,16.5,16.5
2023-01-19,16.23200035095215,16.360000610351562,15.279999732971191,15.789999961853027,15.789999961853027
2023-01-20,15.989999771118164,16.510000228881836,15.545000076293945,16.229999542236328,16.229999542236328
2023-01-23,16.479999542236328,18.3799991607666,16.440000534057617,18.100000381469727,18.100000381469727
2023-01-24,17.93000030517578,18.6299991607666,17.6200008392334,18.049999237060547,18.049999237060547
2023-01-25,17.40999984741211,18.764999389648438,17.1200008392334,18.690000534057617,18.690000534057617
2023-01-26,19.68000030517578,19.8799991607666,18.010000228881836,18.309999465942383,18.309999465942383
2023-01-27,18.219999313354492,21.440000534057617,18.139999389648438,19.829999923706055,19.829999923706055
2023-01-30,19.829999923706055,19.948999404907227,18.010000228881836,18.040000915527344,18.040000915527344
2023-01-31,18.09000015258789,19.43000030517578,17.77199935913086,19.399999618530273,19.399999618530273
2023-02-01,19.5,20.06999969482422,18.21500015258789,19.709999084472656,19.709999084472656
2023-02-02,20.440000534057617,22.09000015258789,20.31999969482422,20.8799991607666,20.8799991607666
2023-02-03,19.979999542236328,21.31999969482422,19.7450008392334,19.899999618530273,19.899999618530273
2023-02-06,19.799999237060547,20.360000610351562,19.610000610351562,20.219999313354492,20.219999313354492
2023-02-07,20.170000076293945,20.190000534057617,18.709999084472656,19.90999984741211,19.90999984741211
2023-02-08,19.489999771118164,20.3799991607666,19.450000762939453,20.079999923706055,20.079999923706055
2023-02-09,20.489999771118164,20.885000228881836,19.239999771118164,19.420000076293945,19.420000076293945
2023-02-10,18.940000534057617,19.15999984741211,18.549999237060547,18.850000381469727,18.850000381469727
2023-02-13,18.649999618530273,19.065000534057617,18.280000686645508,18.920000076293945,18.920000076293945
2023-02-14,18.56999969482422,19.639999389648438,18.18000030517578,19.489999771118164,19.489999771118164
2023-02-15,18.9950008392334,21.149999618530273,18.959999084472656,21.149999618530273,21.149999618530273
2023-02-16,20.790000915527344,21.68000030517578,20.31999969482422,20.68000030517578,20.68000030517578
2023-02-17,20.399999618530273,20.56999969482422,19.5,20.219999313354492,20.219999313354492
2023-02-21,19.674999237060547,19.93000030517578,18.969999313354492,19.079999923706055,19.079999923706055
2023-02-22,19.184999465942383,19.53499984741211,18.57200050354004,19.020000457763672,19.020000457763672
2023-02-23,18.889999389648438,18.93000030517578,17.5,18.18000030517578,18.18000030517578
2023-02-24,17.5,17.6299991607666,16.905000686645508,17.31999969482422,17.31999969482422
2023-02-27,17.760000228881836,18.6299991607666,17.600000381469727,18.450000762939453,18.450000762939453
2023-02-28,18.530000686645508,19.760000228881836,18.530000686645508,19.299999237060547,19.299999237060547
2023-03-01,17.649999618530273,17.68000030517578,15.5600004196167,15.760000228881836,15.760000228881836
2023-03-02,15.5649995803833,16.190000534057617,15.079999923706055,15.720000267028809,15.720000267028809
2023-03-03,16.020000457763672,17.479999542236328,15.720000267028809,16.920000076293945,16.920000076293945
2023-03-06,17.139999389648438,17.739999771118164,16.959999084472656,17.1299991607666,17.1299991607666
2023-03-07,15.925000190734863,15.9399995803833,14.609999656677246,14.640000343322754,14.640000343322754
2023-03-08,14.654999732971191,15.229999542236328,14.210000038146973,15.130000114440918,15.130000114440918
2023-03-09,14.890000343322754,15.260000228881836,14.440999984741211,14.529999732971191,14.529999732971191
2023-03-10,14.720000267028809,14.904999732971191,14.0,14.15999984741211,14.15999984741211
2023-03-13,13.800999641418457,14.109999656677246,13.119999885559082,13.729999542236328,13.729999542236328
2023-03-14,14.09000015258789,14.109999656677246,13.100000381469727,13.210000038146973,13.210000038146973
2023-03-15,12.91100025177002,13.392000198364258,12.795000076293945,13.029999732971191,13.029999732971191
2023-03-16,13.079999923706055,13.5,12.90999984741211,13.460000038146973,13.460000038146973
2023-03-17,13.210000038146973,13.319999694824219,12.800000190734863,13.010000228881836,13.010000228881836
2023-03-20,12.779999732971191,13.09000015258789,12.579999923706055,13.020000457763672,13.020000457763672
2023-03-21,13.180000305175781,13.739999771118164,13.130000114440918,13.609999656677246,13.609999656677246
2023-03-22,13.8100004196167,13.949000358581543,13.234999656677246,13.289999961853027,13.289999961853027
2023-03-23,13.5,13.989999771118164,13.40999984741211,13.710000038146973,13.710000038146973
2023-03-24,13.59000015258789,13.914999961853027,13.260000228881836,13.619999885559082,13.619999885559082
2023-03-27,13.800000190734863,13.84000015258789,13.210000038146973,13.3100004196167,13.3100004196167
2023-03-28,13.329999923706055,13.4350004196167,12.880000114440918,12.960000038146973,12.960000038146973
2023-03-29,13.319999694824219,14.4399995803833,13.180000305175781,14.239999771118164,14.239999771118164
2023-03-30,14.550000190734863,14.84000015258789,14.27299976348877,14.399999618530273,14.399999618530273
2023-03-31,14.539999961853027,15.680000305175781,14.40999984741211,15.479999542236328,15.479999542236328
2023-04-03,15.279999732971191,15.59000015258789,14.630000114440918,15.229999542236328,15.229999542236328
2023-04-04,15.279999732971191,15.795000076293945,14.729999542236328,15.380000114440918,15.380000114440918
2023-04-05,15.180000305175781,15.1899995803833,14.380000114440918,14.630000114440918,14.630000114440918
2023-04-06,14.569999694824219,14.8100004196167,14.3100004196167,14.470000267028809,14.470000267028809
2023-04-10,14.319999694824219,14.845000267028809,14.029999732971191,14.8100004196167,14.8100004196167
2023-04-11,14.979999542236328,15.085000038146973,14.649999618530273,14.739999771118164,14.739999771118164
2023-04-12,15.0600004196167,15.239999771118164,14.109999656677246,14.1899995803833,14.1899995803833
2023-04-13,14.399999618530273,14.484999656677246,14.1899995803833,14.369999885559082,14.369999885559082
2023-04-14,13.862000465393066,13.920000076293945,13.16100025177002,13.380000114440918,13.380000114440918
2023-04-17,13.390000343322754,14.114999771118164,13.34000015258789,13.729999542236328,13.729999542236328
2023-04-18,13.729999542236328,13.729999542236328,13.3100004196167,13.430000305175781,13.430000305175781
2023-04-19,13.0,13.079999923706055,12.65999984741211,12.819999694824219,12.819999694824219
2023-04-20,12.319999694824219,12.78499984741211,12.020000457763672,12.350000381469727,12.350000381469727
2023-04-21,12.364999771118164,12.380000114440918,11.880000114440918,12.25,12.25
2023-04-24,12.300000190734863,12.479999542236328,12.079999923706055,12.359999656677246,12.359999656677246
2023-04-25,12.1899995803833,12.274999618530273,11.960000038146973,12.0,12.0
2023-04-26,12.149999618530273,12.329999923706055,11.680000305175781,12.039999961853027,12.039999961853027
2023-04-27,12.170000076293945,12.779999732971191,12.079999923706055,12.670000076293945,12.670000076293945
2023-04-28,12.699999809265137,12.954999923706055,12.470000267028809,12.819999694824219,12.819999694824219
2023-05-01,12.805000305175781,12.829999923706055,12.369999885559082,12.649999618530273,12.649999618530273
2023-05-02,12.579999923706055,12.869999885559082,12.350000381469727,12.680000305175781,12.680000305175781
2023-05-03,12.680000305175781,13.114999771118164,12.5600004196167,12.8100004196167,12.8100004196167
2023-05-04,12.84000015258789,13.149999618530273,12.59000015258789,12.949999809265137,12.949999809265137
2023-05-05,13.140000343322754,13.630000114440918,13.095000267028809,13.40999984741211,13.40999984741211
2023-05-08,13.430000305175781,14.015000343322754,13.229999542236328,13.869999885559082,13.869999885559082
