Date,CENN_Open,CENN_High,CENN_Low,CENN_Close,CENN_Adj Close
2023-01-18,56.0099983215332,57.75,55.099998474121094,56.400001525878906,56.400001525878906
2023-01-19,56.400001525878906,56.400001525878906,49.0,50.66999816894531,50.66999816894531
2023-01-20,51.20000076293945,55.5,50.0099983215332,52.58000183105469,52.58000183105469
2023-01-23,54.79999923706055,56.5,52.400001525878906,55.83000183105469,55.83000183105469
2023-01-24,55.0,59.70000076293945,54.20000076293945,58.29999923706055,58.29999923706055
2023-01-25,57.70000076293945,58.9900016784668,55.060001373291016,55.810001373291016,55.810001373291016
2023-01-26,58.099998474121094,65.20999908447266,57.099998474121094,62.52000045776367,62.52000045776367
2023-01-27,62.75,71.79000091552734,62.75,67.08000183105469,67.08000183105469
2023-01-30,69.0,74.0,66.87999725341797,72.69999694824219,72.69999694824219
2023-01-31,77.0,82.9800033569336,73.4000015258789,76.2699966430664,76.2699966430664
2023-02-01,76.31999969482422,78.94999694824219,71.12999725341797,78.56999969482422,78.56999969482422
2023-02-02,81.0,82.0,75.30999755859375,78.33000183105469,78.33000183105469
2023-02-03,78.26000213623047,81.52999877929688,77.51000213623047,80.04000091552734,80.04000091552734
2023-02-06,80.0,87.0999984741211,77.0999984741211,80.83999633789062,80.83999633789062
2023-02-07,81.7699966430664,81.7699966430664,75.0,77.47000122070312,77.47000122070312
2023-02-08,77.5,78.0,66.20999908447266,66.51000213623047,66.51000213623047
2023-02-09,69.29000091552734,70.5,56.18000030517578,59.34000015258789,59.34000015258789
2023-02-10,59.0,67.0,56.29999923706055,65.68000030517578,65.68000030517578
2023-02-13,64.83999633789062,65.68000030517578,60.22999954223633,64.93000030517578,64.93000030517578
2023-02-14,63.0,68.0,62.5,67.12000274658203,67.12000274658203
2023-02-15,65.0,67.7300033569336,63.79999923706055,64.66000366210938,64.66000366210938
2023-02-16,63.75,67.73999786376953,60.5,63.36000061035156,63.36000061035156
2023-02-17,63.20000076293945,63.9900016784668,61.400001525878906,62.58000183105469,62.58000183105469
2023-02-21,62.06999969482422,65.30000305175781,60.0,60.7599983215332,60.7599983215332
2023-02-22,61.16999816894531,61.88999938964844,55.63999938964844,55.709999084472656,55.709999084472656
2023-02-23,56.20000076293945,58.4900016784668,50.5,56.540000915527344,56.540000915527344
2023-02-24,55.0,56.0,51.619998931884766,51.970001220703125,51.970001220703125
2023-02-27,55.97999954223633,56.400001525878906,52.150001525878906,53.08000183105469,53.08000183105469
2023-02-28,57.900001525878906,57.900001525878906,51.900001525878906,54.15999984741211,54.15999984741211
2023-03-01,54.599998474121094,56.0,51.0099983215332,52.279998779296875,52.279998779296875
2023-03-02,52.95000076293945,53.0,48.15999984741211,49.470001220703125,49.470001220703125
2023-03-03,49.779998779296875,52.9900016784668,49.5,52.27000045776367,52.27000045776367
2023-03-06,52.54999923706055,52.9900016784668,50.61000061035156,50.869998931884766,50.869998931884766
2023-03-07,51.189998626708984,52.65999984741211,49.20000076293945,50.2400016784668,50.2400016784668
2023-03-08,50.0,50.4900016784668,46.0,46.47999954223633,46.47999954223633
2023-03-09,46.88999938964844,47.5,41.290000915527344,41.75,41.75
2023-03-10,41.0099983215332,42.5,39.0099983215332,40.16999816894531,40.16999816894531
2023-03-13,40.75,48.08000183105469,37.0,44.16999816894531,44.16999816894531
2023-03-14,46.0,46.470001220703125,43.0,44.0099983215332,44.0099983215332
2023-03-15,42.0,44.060001373291016,41.20000076293945,42.54999923706055,42.54999923706055
2023-03-16,42.2599983215332,44.0,41.29999923706055,43.29999923706055,43.29999923706055
2023-03-17,43.5,43.5,41.040000915527344,42.459999084472656,42.459999084472656
2023-03-20,42.47999954223633,42.47999954223633,36.40999984741211,40.0099983215332,40.0099983215332
2023-03-21,40.08000183105469,42.90999984741211,40.0,42.43000030517578,42.43000030517578
2023-03-22,42.939998626708984,43.65999984741211,41.0099983215332,41.4900016784668,41.4900016784668
2023-03-23,41.7599983215332,43.599998474121094,40.099998474121094,40.900001525878906,40.900001525878906
2023-03-24,40.529998779296875,41.45000076293945,39.04999923706055,40.65999984741211,40.65999984741211
2023-03-27,41.0,42.0,39.0,39.439998626708984,39.439998626708984
2023-03-28,40.0,40.0,38.0,38.61000061035156,38.61000061035156
2023-03-29,39.900001525878906,42.0,38.66999816894531,41.65999984741211,41.65999984741211
2023-03-30,44.560001373291016,49.95000076293945,42.9900016784668,46.04999923706055,46.04999923706055
2023-03-31,46.79999923706055,47.79999923706055,44.5,46.18000030517578,46.18000030517578
2023-04-03,46.75,48.5,44.0099983215332,45.18000030517578,45.18000030517578
2023-04-04,45.0,45.18000030517578,42.20000076293945,44.4900016784668,44.4900016784668
2023-04-05,44.0,45.0,41.04999923706055,43.25,43.25
2023-04-06,43.84000015258789,43.84000015258789,42.0,43.0099983215332,43.0099983215332
2023-04-10,42.099998474121094,42.9900016784668,41.2599983215332,42.29999923706055,42.29999923706055
2023-04-11,42.099998474121094,44.0,42.0,42.68000030517578,42.68000030517578
2023-04-12,43.0,43.54999923706055,40.0,40.029998779296875,40.029998779296875
2023-04-13,40.0,43.0,39.5,42.869998931884766,42.869998931884766
2023-04-14,42.70000076293945,42.75,40.52000045776367,41.29999923706055,41.29999923706055
2023-04-17,41.29999923706055,42.86000061035156,40.0,41.619998931884766,41.619998931884766
2023-04-18,41.33000183105469,44.83000183105469,41.33000183105469,42.5,42.5
2023-04-19,42.279998779296875,44.0,40.31999969482422,41.630001068115234,41.630001068115234
2023-04-20,41.63999938964844,42.599998474121094,39.099998474121094,39.310001373291016,39.310001373291016
