Date,GM_Open,GM_High,GM_Low,GM_Close,GM_Adj Close
2023-01-18,37.060001373291016,37.529998779296875,36.41999816894531,36.439998626708984,36.05364227294922
2023-01-19,35.650001525878906,36.02000045776367,35.130001068115234,35.72999954223633,35.351173400878906
2023-01-20,35.68000030517578,36.0099983215332,35.279998779296875,35.349998474121094,34.97520065307617
2023-01-23,35.689998626708984,36.599998474121094,35.529998779296875,36.439998626708984,36.05364227294922
2023-01-24,36.0,36.65999984741211,35.81999969482422,36.20000076293945,35.81618881225586
2023-01-25,35.9900016784668,36.54999923706055,35.380001068115234,36.31999969482422,35.93491744995117
2023-01-26,36.9900016784668,37.18000030517578,36.22999954223633,36.47999954223633,36.09321594238281
2023-01-27,36.58000183105469,38.2400016784668,36.439998626708984,37.95000076293945,37.54763412475586
2023-01-30,36.75,37.279998779296875,36.220001220703125,36.290000915527344,35.90523910522461
2023-01-31,38.93000030517578,39.72999954223633,38.33000183105469,39.31999969482422,38.90311050415039
2023-02-01,39.45000076293945,39.84000015258789,38.560001373291016,39.29999923706055,38.88331985473633
2023-02-02,40.279998779296875,42.04999923706055,39.91999816894531,41.5,41.05999755859375
2023-02-03,40.650001525878906,41.9900016784668,40.310001373291016,41.130001068115234,40.69391632080078
2023-02-06,40.900001525878906,41.61000061035156,40.77000045776367,41.34000015258789,40.90168762207031
2023-02-07,41.2599983215332,41.779998779296875,40.7400016784668,41.400001525878906,40.9610595703125
2023-02-08,41.08000183105469,42.099998474121094,40.97999954223633,41.56999969482422,41.12925720214844
2023-02-09,42.09000015258789,42.9900016784668,41.4900016784668,41.630001068115234,41.18861770629883
2023-02-10,41.2400016784668,41.630001068115234,40.959999084472656,41.349998474121094,40.911582946777344
2023-02-13,40.72999954223633,42.08000183105469,40.720001220703125,42.02000045776367,41.57447814941406
2023-02-14,41.70000076293945,42.72999954223633,41.689998626708984,42.43000030517578,41.98013687133789
2023-02-15,42.13999938964844,42.97999954223633,42.04999923706055,42.95000076293945,42.49462127685547
2023-02-16,42.38999938964844,43.630001068115234,42.22999954223633,43.099998474121094,42.643028259277344
2023-02-17,43.0,43.16999816894531,42.189998626708984,43.16999816894531,42.712284088134766
2023-02-21,42.43000030517578,43.08000183105469,41.09000015258789,41.130001068115234,40.69391632080078
2023-02-22,41.22999954223633,41.470001220703125,40.630001068115234,40.88999938964844,40.45646286010742
2023-02-23,41.04999923706055,41.2599983215332,38.869998931884766,39.25,38.8338508605957
2023-02-24,38.90999984741211,39.31999969482422,38.459999084472656,39.18000030517578,38.76459503173828
2023-02-27,39.529998779296875,40.0099983215332,39.13999938964844,39.310001373291016,38.89321517944336
2023-02-28,39.209999084472656,39.2400016784668,38.4900016784668,38.7400016784668,38.329261779785156
2023-03-01,38.68000030517578,39.33000183105469,38.63999938964844,38.720001220703125,38.30947494506836
2023-03-02,38.40999984741211,39.560001373291016,38.119998931884766,39.529998779296875,39.20199966430664
2023-03-03,40.38999938964844,41.349998474121094,40.25,41.0099983215332,40.66972351074219
2023-03-06,41.02000045776367,41.189998626708984,40.25,40.45000076293945,40.11437225341797
2023-03-07,40.220001220703125,40.43000030517578,39.619998931884766,39.7400016784668,39.41026306152344
2023-03-08,39.70000076293945,40.02000045776367,39.369998931884766,39.7599983215332,39.43009567260742
2023-03-09,39.52000045776367,39.70000076293945,37.7599983215332,37.81999969482422,37.506195068359375
2023-03-10,37.70000076293945,37.779998779296875,36.2599983215332,36.52000045776367,36.21697998046875
2023-03-13,35.619998931884766,36.310001373291016,34.86000061035156,35.7599983215332,35.463279724121094
2023-03-14,36.459999084472656,36.66999816894531,35.08000183105469,35.599998474121094,35.30461502075195
2023-03-15,34.61000061035156,34.619998931884766,33.630001068115234,34.33000183105469,34.04515075683594
2023-03-16,33.849998474121094,34.91999816894531,33.7599983215332,34.61000061035156,34.32283020019531
2023-03-17,34.279998779296875,34.279998779296875,33.119998931884766,33.380001068115234,33.103031158447266
2023-03-20,33.45000076293945,34.25,33.27000045776367,33.619998931884766,33.341041564941406
2023-03-21,34.630001068115234,35.31999969482422,34.459999084472656,35.099998474121094,34.80876159667969
2023-03-22,35.130001068115234,35.31999969482422,34.029998779296875,34.04999923706055,33.76747512817383
2023-03-23,34.369998931884766,34.7599983215332,33.16999816894531,33.7400016784668,33.460044860839844
2023-03-24,33.459999084472656,33.779998779296875,32.9900016784668,33.709999084472656,33.4302978515625
2023-03-27,34.31999969482422,34.540000915527344,33.75,34.45000076293945,34.16415786743164
2023-03-28,34.459999084472656,34.650001525878906,34.04999923706055,34.220001220703125,33.93606185913086
2023-03-29,34.88999938964844,35.72999954223633,34.709999084472656,35.70000076293945,35.40378189086914
2023-03-30,36.25,36.47999954223633,35.869998931884766,35.9900016784668,35.69137954711914
2023-03-31,36.27000045776367,36.720001220703125,36.130001068115234,36.68000030517578,36.37565231323242
2023-04-03,36.380001068115234,36.81999969482422,35.9900016784668,36.27000045776367,35.96905517578125
2023-04-04,36.5099983215332,36.540000915527344,35.290000915527344,35.7400016784668,35.443450927734375
2023-04-05,35.27000045776367,35.380001068115234,34.400001525878906,35.09000015258789,34.79884338378906
2023-04-06,35.0,35.09000015258789,34.470001220703125,34.59000015258789,34.3029899597168
2023-04-10,34.349998474121094,35.7400016784668,34.2599983215332,35.72999954223633,35.43353271484375
2023-04-11,35.880001068115234,35.970001220703125,35.34000015258789,35.40999984741211,35.116188049316406
2023-04-12,35.9900016784668,36.060001373291016,34.529998779296875,34.619998931884766,34.332740783691406
2023-04-13,34.560001373291016,34.689998626708984,33.720001220703125,34.529998779296875,34.24348831176758
2023-04-14,34.75,35.290000915527344,34.25,34.4900016784668,34.20382308959961
2023-04-17,34.380001068115234,35.150001525878906,34.33000183105469,35.13999938964844,34.84843063354492
2023-04-18,35.45000076293945,35.56999969482422,35.06999969482422,35.33000183105469,35.0368537902832
2023-04-19,34.869998931884766,34.880001068115234,34.220001220703125,34.58000183105469,34.29307556152344
2023-04-20,33.279998779296875,33.72999954223633,32.84000015258789,33.540000915527344,33.26170349121094
2023-04-21,33.529998779296875,33.77000045776367,32.970001220703125,33.54999923706055,33.27162170410156
2023-04-24,33.77000045776367,34.400001525878906,33.560001373291016,34.290000915527344,34.0054817199707
2023-04-25,33.9900016784668,34.08000183105469,32.68000030517578,32.90999984741211,32.636932373046875
2023-04-26,32.900001525878906,33.119998931884766,32.08000183105469,32.220001220703125,31.95265769958496
2023-04-27,32.36000061035156,32.81999969482422,31.84000015258789,32.720001220703125,32.448509216308594
2023-04-28,32.41999816894531,33.29999923706055,32.40999984741211,33.040000915527344,32.76585388183594
2023-05-01,34.0,34.279998779296875,33.439998626708984,33.47999954223633,33.20220184326172
2023-05-02,33.20000076293945,33.40999984741211,32.5099983215332,33.08000183105469,32.80552291870117
2023-05-03,32.7599983215332,33.38999938964844,32.369998931884766,32.47999954223633,32.21049880981445
2023-05-04,32.29999923706055,32.66999816894531,31.559999465942383,31.690000534057617,31.42705535888672
2023-05-05,32.31999969482422,33.400001525878906,32.209999084472656,33.2599983215332,32.98402786254883
2023-05-08,33.38999938964844,33.7400016784668,33.130001068115234,33.65999984741211,33.38071060180664
2023-05-09,33.31999969482422,33.56999969482422,33.060001373291016,33.279998779296875,33.00386428833008
2023-05-10,33.869998931884766,33.970001220703125,32.599998474121094,33.08000183105469,32.80552291870117
2023-05-11,32.849998474121094,33.279998779296875,32.849998474121094,33.119998931884766,32.84518814086914
2023-05-12,33.25,33.279998779296875,32.130001068115234,32.400001525878906,32.13116455078125
