Date,FSR_Open,FSR_High,FSR_Low,FSR_Close,FSR_Adj Close
2023-01-18,7.480000019073486,7.650000095367432,7.099999904632568,7.099999904632568,7.099999904632568
2023-01-19,6.980000019073486,7.019999980926514,6.510000228881836,6.630000114440918,6.630000114440918
2023-01-20,6.699999809265137,6.849999904632568,6.579999923706055,6.789999961853027,6.789999961853027
2023-01-23,6.889999866485596,7.389999866485596,6.769999980926514,7.320000171661377,7.320000171661377
2023-01-24,7.210000038146973,7.440000057220459,7.139999866485596,7.300000190734863,7.300000190734863
2023-01-25,6.730000019073486,7.010000228881836,6.539999961853027,6.920000076293945,6.920000076293945
2023-01-26,7.179999828338623,7.210000038146973,6.619999885559082,6.820000171661377,6.820000171661377
2023-01-27,6.739999771118164,8.65999984741211,6.639999866485596,7.840000152587891,7.840000152587891
2023-01-30,7.739999771118164,7.800000190734863,7.03000020980835,7.079999923706055,7.079999923706055
2023-01-31,7.119999885559082,7.480000019073486,7.119999885559082,7.449999809265137,7.449999809265137
2023-02-01,7.449999809265137,7.849999904632568,7.28000020980835,7.769999980926514,7.769999980926514
2023-02-02,7.949999809265137,8.420000076293945,7.909999847412109,8.390000343322754,8.390000343322754
2023-02-03,8.079999923706055,8.59000015258789,7.769999980926514,7.829999923706055,7.829999923706055
2023-02-06,7.800000190734863,8.140000343322754,7.78000020980835,8.0,8.0
2023-02-07,7.920000076293945,8.170000076293945,7.559999942779541,8.149999618530273,8.149999618530273
2023-02-08,8.050000190734863,8.25,7.849999904632568,7.900000095367432,7.900000095367432
2023-02-09,8.020000457763672,8.109999656677246,7.349999904632568,7.369999885559082,7.369999885559082
2023-02-10,7.320000171661377,7.380000114440918,6.710000038146973,6.71999979019165,6.71999979019165
2023-02-13,6.78000020980835,6.78000020980835,6.400000095367432,6.630000114440918,6.630000114440918
2023-02-14,6.5,6.909999847412109,6.46999979019165,6.860000133514404,6.860000133514404
2023-02-15,6.699999809265137,7.110000133514404,6.690000057220459,7.050000190734863,7.050000190734863
2023-02-16,6.900000095367432,7.260000228881836,6.809999942779541,6.96999979019165,6.96999979019165
2023-02-17,6.909999847412109,7.110000133514404,6.760000228881836,6.980000019073486,6.980000019073486
2023-02-21,6.909999847412109,7.170000076293945,6.460000038146973,6.460000038146973,6.460000038146973
2023-02-22,6.519999980926514,6.670000076293945,6.21999979019165,6.510000228881836,6.510000228881836
2023-02-23,6.559999942779541,6.559999942779541,6.070000171661377,6.199999809265137,6.199999809265137
2023-02-24,6.050000190734863,6.079999923706055,5.590000152587891,5.679999828338623,5.679999828338623
2023-02-27,6.570000171661377,7.75,6.460000038146973,7.400000095367432,7.400000095367432
2023-02-28,7.360000133514404,7.860000133514404,7.210000038146973,7.429999828338623,7.429999828338623
2023-03-01,7.389999866485596,7.46999979019165,7.059999942779541,7.130000114440918,7.130000114440918
2023-03-02,6.980000019073486,7.480000019073486,6.840000152587891,7.409999847412109,7.409999847412109
2023-03-03,7.5,7.769999980926514,7.320000171661377,7.639999866485596,7.639999866485596
2023-03-06,7.639999866485596,7.699999809265137,7.349999904632568,7.400000095367432,7.400000095367432
2023-03-07,7.349999904632568,7.369999885559082,7.0,7.110000133514404,7.110000133514404
2023-03-08,7.010000228881836,7.159999847412109,6.949999809265137,7.03000020980835,7.03000020980835
2023-03-09,6.940000057220459,7.03000020980835,6.559999942779541,6.559999942779541,6.559999942779541
2023-03-10,6.579999923706055,6.619999885559082,6.010000228881836,6.170000076293945,6.170000076293945
2023-03-13,6.050000190734863,6.360000133514404,5.869999885559082,6.289999961853027,6.289999961853027
2023-03-14,6.460000038146973,6.46999979019165,6.039999961853027,6.119999885559082,6.119999885559082
2023-03-15,5.989999771118164,6.159999847412109,5.889999866485596,6.119999885559082,6.119999885559082
2023-03-16,6.059999942779541,6.199999809265137,6.0,6.019999980926514,6.019999980926514
2023-03-17,6.019999980926514,6.079999923706055,5.78000020980835,5.980000019073486,5.980000019073486
2023-03-20,5.96999979019165,6.119999885559082,5.71999979019165,5.71999979019165,5.71999979019165
2023-03-21,5.800000190734863,5.940000057220459,5.760000228881836,5.800000190734863,5.800000190734863
2023-03-22,5.909999847412109,6.039999961853027,5.739999771118164,5.75,5.75
2023-03-23,5.809999942779541,6.079999923706055,5.699999809265137,5.730000019073486,5.730000019073486
2023-03-24,5.699999809265137,5.760000228881836,5.539999961853027,5.730000019073486,5.730000019073486
2023-03-27,5.909999847412109,6.099999904632568,5.71999979019165,5.929999828338623,5.929999828338623
2023-03-28,6.03000020980835,6.130000114440918,5.900000095367432,6.03000020980835,6.03000020980835
2023-03-29,6.170000076293945,6.230000019073486,6.070000171661377,6.170000076293945,6.170000076293945
2023-03-30,6.239999771118164,6.309999942779541,5.960000038146973,5.980000019073486,5.980000019073486
2023-03-31,5.989999771118164,6.210000038146973,5.920000076293945,6.139999866485596,6.139999866485596
2023-04-03,6.070000171661377,6.119999885559082,5.760000228881836,5.960000038146973,5.960000038146973
2023-04-04,5.980000019073486,6.03000020980835,5.789999961853027,5.800000190734863,5.800000190734863
2023-04-05,5.75,5.75,5.329999923706055,5.360000133514404,5.360000133514404
2023-04-06,5.340000152587891,5.559999942779541,5.28000020980835,5.389999866485596,5.389999866485596
2023-04-10,5.329999923706055,5.53000020980835,5.28000020980835,5.510000228881836,5.510000228881836
2023-04-11,5.539999961853027,5.670000076293945,5.519999980926514,5.619999885559082,5.619999885559082
2023-04-12,5.71999979019165,5.78000020980835,5.309999942779541,5.420000076293945,5.420000076293945
2023-04-13,5.480000019073486,5.570000171661377,5.429999828338623,5.46999979019165,5.46999979019165
2023-04-14,5.420000076293945,5.449999809265137,5.0,5.019999980926514,5.019999980926514
2023-04-17,5.03000020980835,5.050000190734863,4.550000190734863,4.920000076293945,4.920000076293945
2023-04-18,4.960000038146973,5.010000228881836,4.75,4.800000190734863,4.800000190734863
2023-04-19,4.699999809265137,4.769999980926514,4.570000171661377,4.710000038146973,4.710000038146973
2023-04-20,4.590000152587891,4.670000076293945,4.5,4.590000152587891,4.590000152587891
2023-04-21,4.510000228881836,4.550000190734863,4.260000228881836,4.449999809265137,4.449999809265137
2023-04-24,4.400000095367432,4.579999923706055,4.320000171661377,4.510000228881836,4.510000228881836
2023-04-25,4.46999979019165,4.96999979019165,4.440000057220459,4.900000095367432,4.900000095367432
2023-04-26,5.320000171661377,6.260000228881836,5.28000020980835,5.980000019073486,5.980000019073486
2023-04-27,6.070000171661377,6.559999942779541,5.869999885559082,6.539999961853027,6.539999961853027
2023-04-28,6.639999866485596,6.639999866485596,6.150000095367432,6.440000057220459,6.440000057220459
2023-05-01,6.380000114440918,6.409999847412109,5.320000171661377,5.449999809265137,5.449999809265137
2023-05-02,5.449999809265137,5.480000019073486,5.039999961853027,5.099999904632568,5.099999904632568
2023-05-03,5.099999904632568,5.690000057220459,5.03000020980835,5.579999923706055,5.579999923706055
2023-05-04,5.599999904632568,5.900000095367432,5.53000020980835,5.820000171661377,5.820000171661377
2023-05-05,5.880000114440918,6.289999961853027,5.630000114440918,6.21999979019165,6.21999979019165
2023-05-08,6.300000190734863,6.710000038146973,6.019999980926514,6.619999885559082,6.619999885559082
2023-05-09,5.639999866485596,6.550000190734863,5.539999961853027,6.150000095367432,6.150000095367432
2023-05-10,6.269999980926514,6.309999942779541,5.96999979019165,6.230000019073486,6.230000019073486
2023-05-11,6.130000114440918,6.28000020980835,5.869999885559082,6.099999904632568,6.099999904632568
2023-05-12,6.050000190734863,6.110000133514404,5.789999961853027,6.090000152587891,6.090000152587891
2023-05-15,6.110000133514404,6.360000133514404,5.96999979019165,6.300000190734863,6.300000190734863
2023-05-16,6.210000038146973,6.260000228881836,6.079999923706055,6.099999904632568,6.099999904632568
2023-05-17,6.099999904632568,6.53000020980835,6.090000152587891,6.400000095367432,6.400000095367432
2023-05-18,6.400000095367432,6.449999809265137,6.190000057220459,6.25,6.25
2023-05-19,6.260000228881836,6.360000133514404,6.110000133514404,6.170000076293945,6.170000076293945
2023-05-22,6.170000076293945,6.710000038146973,6.150000095367432,6.670000076293945,6.670000076293945
2023-05-23,6.550000190734863,6.900000095367432,6.489999771118164,6.690000057220459,6.690000057220459
2023-05-24,6.559999942779541,6.800000190734863,6.519999980926514,6.789999961853027,6.789999961853027
2023-05-25,6.840000152587891,6.989999771118164,6.489999771118164,6.570000171661377,6.570000171661377
2023-05-26,6.570000171661377,6.570000171661377,6.269999980926514,6.440000057220459,6.440000057220459
2023-05-30,6.559999942779541,6.699999809265137,6.130000114440918,6.570000171661377,6.570000171661377
2023-05-31,6.519999980926514,6.550000190734863,6.150000095367432,6.28000020980835,6.28000020980835
2023-06-01,6.5,6.550000190734863,6.010000228881836,6.139999866485596,6.139999866485596
2023-06-02,6.260000228881836,6.349999904632568,6.130000114440918,6.159999847412109,6.159999847412109
2023-06-05,6.190000057220459,6.25,5.739999771118164,5.760000228881836,5.760000228881836
2023-06-06,5.690000057220459,5.929999828338623,5.619999885559082,5.840000152587891,5.840000152587891
2023-06-07,5.949999809265137,6.659999847412109,5.900000095367432,6.179999828338623,6.179999828338623
2023-06-08,5.960000038146973,6.090000152587891,5.559999942779541,5.699999809265137,5.699999809265137
2023-06-09,5.860000133514404,5.989999771118164,5.699999809265137,5.75,5.75
2023-06-12,5.789999961853027,5.980000019073486,5.679999828338623,5.78000020980835,5.78000020980835
2023-06-13,5.860000133514404,6.400000095367432,5.820000171661377,6.28000020980835,6.28000020980835
2023-06-14,6.289999961853027,6.489999771118164,5.920000076293945,5.960000038146973,5.960000038146973
2023-06-15,5.849999904632568,6.119999885559082,5.809999942779541,6.019999980926514,6.019999980926514
2023-06-16,6.050000190734863,6.090000152587891,5.829999923706055,5.929999828338623,5.929999828338623
2023-06-20,5.849999904632568,6.010000228881836,5.730000019073486,5.900000095367432,5.900000095367432
2023-06-21,5.889999866485596,5.889999866485596,5.420000076293945,5.460000038146973,5.460000038146973
2023-06-22,5.400000095367432,5.460000038146973,5.179999828338623,5.239999771118164,5.239999771118164
2023-06-23,5.289999961853027,5.369999885559082,5.050000190734863,5.090000152587891,5.090000152587891
2023-06-26,5.099999904632568,5.190000057220459,4.860000133514404,4.860000133514404,4.860000133514404
2023-06-27,4.909999847412109,5.099999904632568,4.769999980926514,5.079999923706055,5.079999923706055
2023-06-28,5.070000171661377,5.369999885559082,5.03000020980835,5.230000019073486,5.230000019073486
2023-06-29,5.230000019073486,5.539999961853027,5.21999979019165,5.449999809265137,5.449999809265137
2023-06-30,5.429999828338623,5.730000019073486,5.420000076293945,5.639999866485596,5.639999866485596
2023-07-03,5.829999923706055,6.039999961853027,5.659999847412109,5.71999979019165,5.71999979019165
2023-07-05,5.75,6.03000020980835,5.659999847412109,5.960000038146973,5.960000038146973
2023-07-06,5.869999885559082,5.880000114440918,5.539999961853027,5.760000228881836,5.760000228881836
2023-07-07,5.800000190734863,6.28000020980835,5.800000190734863,6.0,6.0
2023-07-10,6.070000171661377,7.059999942779541,5.840000152587891,7.03000020980835,7.03000020980835
2023-07-11,6.599999904632568,6.949999809265137,6.460000038146973,6.739999771118164,6.739999771118164
2023-07-12,6.860000133514404,6.869999885559082,6.46999979019165,6.829999923706055,6.829999923706055
2023-07-13,6.860000133514404,7.21999979019165,6.559999942779541,6.659999847412109,6.659999847412109
2023-07-14,6.599999904632568,6.75,5.989999771118164,6.170000076293945,6.170000076293945
2023-07-17,6.159999847412109,6.909999847412109,6.039999961853027,6.849999904632568,6.849999904632568
2023-07-18,6.730000019073486,6.929999828338623,6.480000019073486,6.550000190734863,6.550000190734863
2023-07-19,6.630000114440918,6.880000114440918,6.579999923706055,6.730000019073486,6.730000019073486
2023-07-20,6.599999904632568,6.619999885559082,6.28000020980835,6.349999904632568,6.349999904632568
