Date,KNDI_Open,KNDI_High,KNDI_Low,KNDI_Close,KNDI_Adj Close
2023-01-18,2.8499999046325684,2.9000000953674316,2.8299999237060547,2.869999885559082,2.869999885559082
2023-01-19,2.869999885559082,2.880000114440918,2.6700000762939453,2.690000057220459,2.690000057220459
2023-01-20,2.680000066757202,2.7799999713897705,2.680000066757202,2.7200000286102295,2.7200000286102295
2023-01-23,2.7200000286102295,2.809999942779541,2.7200000286102295,2.799999952316284,2.799999952316284
2023-01-24,2.799999952316284,2.809999942779541,2.7300000190734863,2.7300000190734863,2.7300000190734863
2023-01-25,2.700000047683716,2.7799999713897705,2.690000057220459,2.75,2.75
2023-01-26,2.759999990463257,2.8499999046325684,2.7300000190734863,2.8299999237060547,2.8299999237060547
2023-01-27,2.8399999141693115,2.9000000953674316,2.7300000190734863,2.759999990463257,2.759999990463257
2023-01-30,2.7200000286102295,2.75,2.6500000953674316,2.680000066757202,2.680000066757202
2023-01-31,2.6600000858306885,2.75,2.6600000858306885,2.690000057220459,2.690000057220459
2023-02-01,2.690000057220459,2.7300000190734863,2.6600000858306885,2.690000057220459,2.690000057220459
2023-02-02,2.7300000190734863,2.740000009536743,2.6500000953674316,2.6600000858306885,2.6600000858306885
2023-02-03,2.6600000858306885,2.690000057220459,2.5999999046325684,2.5999999046325684,2.5999999046325684
2023-02-06,2.609999895095825,2.609999895095825,2.5199999809265137,2.5399999618530273,2.5399999618530273
2023-02-07,2.5,2.549999952316284,2.4800000190734863,2.5,2.5
2023-02-08,2.5,2.5399999618530273,2.4700000286102295,2.4700000286102295,2.4700000286102295
2023-02-09,2.4700000286102295,2.5299999713897705,2.440000057220459,2.440000057220459,2.440000057220459
2023-02-10,2.4200000762939453,2.440000057220459,2.4000000953674316,2.4100000858306885,2.4100000858306885
2023-02-13,2.4000000953674316,2.440000057220459,2.390000104904175,2.4200000762939453,2.4200000762939453
2023-02-14,2.380000114440918,2.450000047683716,2.380000114440918,2.4000000953674316,2.4000000953674316
2023-02-15,2.359999895095825,2.4100000858306885,2.3499999046325684,2.369999885559082,2.369999885559082
2023-02-16,2.369999885559082,2.559999942779541,2.369999885559082,2.4600000381469727,2.4600000381469727
2023-02-17,2.4100000858306885,2.4200000762939453,2.359999895095825,2.359999895095825,2.359999895095825
2023-02-21,2.359999895095825,2.380000114440918,2.2699999809265137,2.299999952316284,2.299999952316284
2023-02-22,2.2699999809265137,2.319999933242798,2.25,2.259999990463257,2.259999990463257
2023-02-23,2.2799999713897705,2.380000114440918,2.2699999809265137,2.3399999141693115,2.3399999141693115
2023-02-24,2.299999952316284,2.3499999046325684,2.2799999713897705,2.309999942779541,2.309999942779541
2023-02-27,2.2899999618530273,2.380000114440918,2.2799999713897705,2.2799999713897705,2.2799999713897705
2023-02-28,2.309999942779541,2.3399999141693115,2.2799999713897705,2.309999942779541,2.309999942779541
2023-03-01,2.3399999141693115,2.3499999046325684,2.2899999618530273,2.309999942779541,2.309999942779541
2023-03-02,2.2799999713897705,2.3399999141693115,2.2799999713897705,2.3399999141693115,2.3399999141693115
2023-03-03,2.319999933242798,2.5299999713897705,2.319999933242798,2.4600000381469727,2.4600000381469727
2023-03-06,2.4800000190734863,2.5,2.4200000762939453,2.430000066757202,2.430000066757202
2023-03-07,2.4000000953674316,2.440000057220459,2.3499999046325684,2.430000066757202,2.430000066757202
2023-03-08,2.4100000858306885,2.430000066757202,2.3499999046325684,2.380000114440918,2.380000114440918
2023-03-09,2.309999942779541,2.4000000953674316,2.299999952316284,2.299999952316284,2.299999952316284
2023-03-10,2.259999990463257,2.359999895095825,2.25,2.25,2.25
2023-03-13,2.25,2.2799999713897705,2.2200000286102295,2.259999990463257,2.259999990463257
2023-03-14,2.2699999809265137,2.390000104904175,2.2699999809265137,2.380000114440918,2.380000114440918
2023-03-15,2.309999942779541,2.390000104904175,2.259999990463257,2.319999933242798,2.319999933242798
2023-03-16,2.2799999713897705,2.3499999046325684,2.259999990463257,2.299999952316284,2.299999952316284
2023-03-17,2.2799999713897705,2.380000114440918,2.2799999713897705,2.3499999046325684,2.3499999046325684
2023-03-20,2.3299999237060547,2.5199999809265137,2.3299999237060547,2.450000047683716,2.450000047683716
2023-03-21,2.4600000381469727,2.569999933242798,2.4600000381469727,2.5399999618530273,2.5399999618530273
2023-03-22,2.559999942779541,2.700000047683716,2.5299999713897705,2.5299999713897705,2.5299999713897705
2023-03-23,2.509999990463257,2.619999885559082,2.509999990463257,2.509999990463257,2.509999990463257
2023-03-24,2.490000009536743,2.5799999237060547,2.490000009536743,2.5399999618530273,2.5399999618530273
2023-03-27,2.5299999713897705,2.5899999141693115,2.5299999713897705,2.569999933242798,2.569999933242798
2023-03-28,2.5299999713897705,2.630000114440918,2.5299999713897705,2.609999895095825,2.609999895095825
2023-03-29,2.640000104904175,2.7200000286102295,2.5999999046325684,2.690000057220459,2.690000057220459
2023-03-30,2.700000047683716,2.7899999618530273,2.690000057220459,2.75,2.75
2023-03-31,2.75,2.7899999618530273,2.7100000381469727,2.759999990463257,2.759999990463257
2023-04-03,2.75,2.8299999237060547,2.700000047683716,2.8299999237060547,2.8299999237060547
2023-04-04,2.809999942779541,2.8299999237060547,2.7100000381469727,2.7100000381469727,2.7100000381469727
2023-04-05,2.7100000381469727,2.759999990463257,2.4600000381469727,2.6700000762939453,2.6700000762939453
2023-04-06,2.690000057220459,2.690000057220459,2.6500000953674316,2.6500000953674316,2.6500000953674316
2023-04-10,2.6500000953674316,2.680000066757202,2.609999895095825,2.6500000953674316,2.6500000953674316
2023-04-11,2.6700000762939453,2.7799999713897705,2.6700000762939453,2.7300000190734863,2.7300000190734863
2023-04-12,2.7799999713897705,2.799999952316284,2.7300000190734863,2.740000009536743,2.740000009536743
2023-04-13,2.7300000190734863,2.7899999618530273,2.7200000286102295,2.740000009536743,2.740000009536743
2023-04-14,2.75,2.759999990463257,2.7100000381469727,2.740000009536743,2.740000009536743
2023-04-17,2.7200000286102295,2.759999990463257,2.7100000381469727,2.7300000190734863,2.7300000190734863
2023-04-18,2.7200000286102295,2.8399999141693115,2.7200000286102295,2.7799999713897705,2.7799999713897705
2023-04-19,2.759999990463257,2.869999885559082,2.7300000190734863,2.8299999237060547,2.8299999237060547
2023-04-20,2.799999952316284,2.890000104904175,2.799999952316284,2.8299999237060547,2.8299999237060547
2023-04-21,2.819999933242798,2.869999885559082,2.819999933242798,2.8299999237060547,2.8299999237060547
2023-04-24,2.8299999237060547,2.859999895095825,2.7699999809265137,2.8299999237060547,2.8299999237060547
2023-04-25,2.799999952316284,2.890000104904175,2.799999952316284,2.8499999046325684,2.8499999046325684
2023-04-26,2.869999885559082,2.950000047683716,2.869999885559082,2.930000066757202,2.930000066757202
2023-04-27,2.9600000381469727,3.200000047683716,2.940000057220459,3.0999999046325684,3.0999999046325684
2023-04-28,3.130000114440918,3.25,3.130000114440918,3.180000066757202,3.180000066757202
2023-05-01,3.1500000953674316,3.1500000953674316,3.0299999713897705,3.130000114440918,3.130000114440918
2023-05-02,3.1500000953674316,3.2300000190734863,3.119999885559082,3.1600000858306885,3.1600000858306885
2023-05-03,3.140000104904175,3.2200000286102295,3.130000114440918,3.1600000858306885,3.1600000858306885
2023-05-04,3.1700000762939453,3.2100000381469727,2.940000057220459,2.9700000286102295,2.9700000286102295
2023-05-05,2.9700000286102295,3.0799999237060547,2.9600000381469727,2.9800000190734863,2.9800000190734863
2023-05-08,2.950000047683716,3.0799999237060547,2.9200000762939453,3.0399999618530273,3.0399999618530273
2023-05-09,3.0,3.1500000953674316,3.0,3.1500000953674316,3.1500000953674316
2023-05-10,3.190000057220459,3.200000047683716,3.049999952316284,3.0899999141693115,3.0899999141693115
2023-05-11,3.1500000953674316,3.299999952316284,3.1500000953674316,3.25,3.25
2023-05-12,3.299999952316284,3.299999952316284,3.180000066757202,3.25,3.25
2023-05-15,3.2100000381469727,3.549999952316284,3.2100000381469727,3.5199999809265137,3.5199999809265137
2023-05-16,3.4600000381469727,3.4600000381469727,3.0799999237060547,3.0999999046325684,3.0999999046325684
2023-05-17,3.1500000953674316,3.4100000858306885,3.119999885559082,3.369999885559082,3.369999885559082
2023-05-18,3.3499999046325684,3.4800000190734863,3.3499999046325684,3.450000047683716,3.450000047683716
