Date,LCID_Open,LCID_High,LCID_Low,LCID_Close,LCID_Adj Close
2023-01-18,8.1899995803833,8.34000015258789,7.860000133514404,8.15999984741211,8.15999984741211
2023-01-19,8.010000228881836,8.074000358581543,7.400000095367432,7.449999809265137,7.449999809265137
2023-01-20,7.480000019073486,7.820000171661377,7.425000190734863,7.820000171661377,7.820000171661377
2023-01-23,8.0,8.895000457763672,7.985000133514404,8.819999694824219,8.819999694824219
2023-01-24,8.640000343322754,9.0600004196167,8.520000457763672,8.600000381469727,8.600000381469727
2023-01-25,8.319999694824219,8.880000114440918,8.210000038146973,8.869999885559082,8.869999885559082
2023-01-26,9.300000190734863,9.378999710083008,8.619999885559082,9.0,9.0
2023-01-27,8.989999771118164,17.809999465942383,8.90999984741211,12.869999885559082,12.869999885559082
2023-01-30,13.029999732971191,13.079999923706055,11.579999923706055,11.75,11.75
2023-01-31,11.529999732971191,12.25,11.239999771118164,11.6899995803833,11.6899995803833
2023-02-01,11.520000457763672,12.140000343322754,11.079999923706055,11.845000267028809,11.845000267028809
2023-02-02,12.199999809265137,13.039999961853027,11.859999656677246,12.069999694824219,12.069999694824219
2023-02-03,11.699999809265137,12.649999618530273,11.4399995803833,11.619999885559082,11.619999885559082
2023-02-06,11.680000305175781,12.130000114440918,11.600000381469727,11.960000038146973,11.960000038146973
2023-02-07,11.8100004196167,11.880000114440918,11.109999656677246,11.569999694824219,11.569999694824219
2023-02-08,11.460000038146973,12.149999618530273,11.399999618530273,11.529999732971191,11.529999732971191
2023-02-09,11.720000267028809,11.720000267028809,10.199999809265137,10.3100004196167,10.3100004196167
2023-02-10,10.460000038146973,10.460000038146973,9.739999771118164,10.029999732971191,10.029999732971191
2023-02-13,9.960000038146973,10.229999542236328,9.635000228881836,10.199999809265137,10.199999809265137
2023-02-14,10.010000228881836,10.4399995803833,9.829999923706055,10.329999923706055,10.329999923706055
2023-02-15,10.279999732971191,11.069999694824219,10.100000381469727,11.010000228881836,11.010000228881836
2023-02-16,11.0,11.267000198364258,10.619999885559082,10.630000114440918,10.630000114440918
2023-02-17,10.585000038146973,10.949999809265137,10.350000381469727,10.930000305175781,10.930000305175781
2023-02-21,10.739999771118164,10.739999771118164,9.8100004196167,9.899999618530273,9.899999618530273
2023-02-22,10.039999961853027,10.220000267028809,9.821999549865723,9.979999542236328,9.979999542236328
2023-02-23,8.630000114440918,8.890000343322754,8.100000381469727,8.789999961853027,8.789999961853027
2023-02-24,8.380000114440918,8.550000190734863,8.170000076293945,8.510000228881836,8.510000228881836
2023-02-27,8.5,8.850000381469727,8.414999961853027,8.760000228881836,8.760000228881836
2023-02-28,8.71500015258789,9.260000228881836,8.71500015258789,9.130000114440918,9.130000114440918
2023-03-01,8.970000267028809,9.0600004196167,8.350000381469727,8.619999885559082,8.619999885559082
2023-03-02,8.390000343322754,8.630000114440918,8.130000114440918,8.529999732971191,8.529999732971191
2023-03-03,8.670000076293945,9.095000267028809,8.630000114440918,8.9399995803833,8.9399995803833
2023-03-06,9.0,9.180000305175781,8.8149995803833,8.819999694824219,8.819999694824219
2023-03-07,8.699999809265137,8.710000038146973,8.270000457763672,8.3100004196167,8.3100004196167
2023-03-08,8.239999771118164,8.4399995803833,8.151000022888184,8.34000015258789,8.34000015258789
2023-03-09,8.25,8.338000297546387,7.96999979019165,8.0,8.0
2023-03-10,8.015000343322754,8.229999542236328,7.690000057220459,7.869999885559082,7.869999885559082
2023-03-13,7.579999923706055,7.945000171661377,7.329999923706055,7.840000152587891,7.840000152587891
2023-03-14,7.920000076293945,8.029999732971191,7.489999771118164,7.539999961853027,7.539999961853027
2023-03-15,7.349999904632568,7.53000020980835,7.230000019073486,7.400000095367432,7.400000095367432
2023-03-16,7.369999885559082,7.869999885559082,7.329999923706055,7.829999923706055,7.829999923706055
2023-03-17,7.679999828338623,7.839000225067139,7.369999885559082,7.690000057220459,7.690000057220459
2023-03-20,7.460000038146973,7.829999923706055,7.28000020980835,7.699999809265137,7.699999809265137
2023-03-21,7.849999904632568,8.3100004196167,7.804999828338623,8.1899995803833,8.1899995803833
2023-03-22,8.199999809265137,8.3149995803833,7.900000095367432,7.929999828338623,7.929999828338623
2023-03-23,8.104999542236328,8.295000076293945,8.010000228881836,8.1899995803833,8.1899995803833
2023-03-24,8.020000457763672,8.3100004196167,7.985000133514404,8.1899995803833,8.1899995803833
2023-03-27,8.300000190734863,8.300000190734863,8.09000015258789,8.140000343322754,8.140000343322754
2023-03-28,8.109999656677246,8.23900032043457,7.409999847412109,7.550000190734863,7.550000190734863
2023-03-29,7.650000095367432,7.730000019073486,7.170000076293945,7.699999809265137,7.699999809265137
2023-03-30,7.769999980926514,7.880000114440918,7.599999904632568,7.619999885559082,7.619999885559082
2023-03-31,7.679999828338623,8.199999809265137,7.565000057220459,8.039999961853027,8.039999961853027
2023-04-03,7.949999809265137,8.057999610900879,7.644999980926514,7.900000095367432,7.900000095367432
2023-04-04,7.929999828338623,8.0,7.650000095367432,7.900000095367432,7.900000095367432
2023-04-05,7.78000020980835,7.789999961853027,7.519999980926514,7.699999809265137,7.699999809265137
2023-04-06,7.630000114440918,7.869999885559082,7.480999946594238,7.699999809265137,7.699999809265137
2023-04-10,7.599999904632568,8.069999694824219,7.429999828338623,8.029999732971191,8.029999732971191
2023-04-11,8.079999923706055,8.6850004196167,8.0600004196167,8.460000038146973,8.460000038146973
2023-04-12,8.640000343322754,8.869999885559082,8.0600004196167,8.130000114440918,8.130000114440918
2023-04-13,8.170000076293945,8.380000114440918,8.15999984741211,8.25,8.25
2023-04-14,7.670000076293945,7.764999866485596,7.449999809265137,7.730000019073486,7.730000019073486
2023-04-17,7.730000019073486,7.965000152587891,7.585000038146973,7.949999809265137,7.949999809265137
2023-04-18,8.020000457763672,8.079999923706055,7.75,7.829999923706055,7.829999923706055
2023-04-19,7.650000095367432,7.699999809265137,7.480000019073486,7.619999885559082,7.619999885559082
2023-04-20,7.330999851226807,7.53000020980835,7.031000137329102,7.070000171661377,7.070000171661377
2023-04-21,7.130000114440918,7.130000114440918,6.860000133514404,7.03000020980835,7.03000020980835
2023-04-24,7.039999961853027,7.21999979019165,6.960000038146973,7.0,7.0
2023-04-25,6.909999847412109,6.960000038146973,6.635000228881836,6.739999771118164,6.739999771118164
2023-04-26,6.840000152587891,7.840000152587891,6.730000019073486,7.21999979019165,7.21999979019165
2023-04-27,7.340000152587891,8.279999732971191,7.329999923706055,8.170000076293945,8.170000076293945
2023-04-28,7.949999809265137,8.069999694824219,7.749000072479248,7.940000057220459,7.940000057220459
2023-05-01,7.940000057220459,7.940000057220459,7.289999961853027,7.320000171661377,7.320000171661377
2023-05-02,7.360000133514404,7.429999828338623,7.099999904632568,7.269999980926514,7.269999980926514
2023-05-03,7.269999980926514,7.650000095367432,7.204999923706055,7.409999847412109,7.409999847412109
2023-05-04,7.465000152587891,7.539999961853027,7.255000114440918,7.380000114440918,7.380000114440918
2023-05-05,7.5,7.820000171661377,7.460000038146973,7.730000019073486,7.730000019073486
2023-05-08,7.75,7.800000190734863,7.260000228881836,7.710000038146973,7.710000038146973
2023-05-09,6.909999847412109,7.349999904632568,6.849999904632568,7.28000020980835,7.28000020980835
2023-05-10,7.364999771118164,7.460000038146973,7.150000095367432,7.159999847412109,7.159999847412109
2023-05-11,7.159999847412109,7.289999961853027,6.949999809265137,7.059999942779541,7.059999942779541
2023-05-12,7.090000152587891,7.177999973297119,6.889999866485596,7.039999961853027,7.039999961853027
2023-05-15,7.079999923706055,7.190000057220459,6.952000141143799,7.170000076293945,7.170000076293945
2023-05-16,7.099999904632568,7.179999828338623,6.96999979019165,6.980000019073486,6.980000019073486
2023-05-17,7.03000020980835,7.239999771118164,6.929999828338623,7.230000019073486,7.230000019073486
2023-05-18,7.170000076293945,7.289999961853027,7.110000133514404,7.289999961853027,7.289999961853027
2023-05-19,7.28000020980835,7.510000228881836,7.130000114440918,7.179999828338623,7.179999828338623
2023-05-22,7.199999809265137,7.757999897003174,7.070000171661377,7.650000095367432,7.650000095367432
2023-05-23,7.520999908447266,7.940000057220459,7.5,7.550000190734863,7.550000190734863
2023-05-24,7.460000038146973,7.539999961853027,7.300000190734863,7.489999771118164,7.489999771118164
2023-05-25,7.460000038146973,7.664999961853027,7.380000114440918,7.610000133514404,7.610000133514404
2023-05-26,7.590000152587891,7.989999771118164,7.519999980926514,7.869999885559082,7.869999885559082
2023-05-30,7.949999809265137,8.095000267028809,7.630000114440918,7.710000038146973,7.710000038146973
