Date,XPEV_Open,XPEV_High,XPEV_Low,XPEV_Close,XPEV_Adj Close
2023-01-18,9.449999809265137,9.609999656677246,9.0600004196167,9.109999656677246,9.109999656677246
2023-01-19,9.119999885559082,9.319999694824219,8.854999542236328,8.949999809265137,8.949999809265137
2023-01-20,9.210000038146973,9.880000114440918,9.029999732971191,9.399999618530273,9.399999618530273
2023-01-23,9.619999885559082,10.670000076293945,9.600000381469727,10.100000381469727,10.100000381469727
2023-01-24,10.670000076293945,10.670000076293945,9.680000305175781,9.6899995803833,9.6899995803833
2023-01-25,9.550000190734863,9.850000381469727,9.380000114440918,9.770000457763672,9.770000457763672
2023-01-26,10.449999809265137,10.460000038146973,9.970000267028809,10.239999771118164,10.239999771118164
2023-01-27,10.15999984741211,11.3100004196167,10.0600004196167,10.6899995803833,10.6899995803833
2023-01-30,10.319999694824219,10.420000076293945,9.869999885559082,10.020000457763672,10.020000457763672
2023-01-31,10.199999809265137,10.819999694824219,10.081000328063965,10.640000343322754,10.640000343322754
2023-02-01,10.960000038146973,11.300000190734863,10.600000381469727,11.130000114440918,11.130000114440918
2023-02-02,11.25,11.550000190734863,10.90999984741211,11.050000190734863,11.050000190734863
2023-02-03,10.770000457763672,11.260000228881836,10.420000076293945,10.5,10.5
2023-02-06,10.210000038146973,10.5,10.105999946594238,10.449999809265137,10.449999809265137
2023-02-07,10.4399995803833,10.479999542236328,10.029999732971191,10.34000015258789,10.34000015258789
2023-02-08,10.09000015258789,10.180000305175781,9.75,9.84000015258789,9.84000015258789
2023-02-09,10.270000457763672,10.399999618530273,9.550000190734863,9.75,9.75
2023-02-10,9.390000343322754,9.550000190734863,9.104999542236328,9.289999961853027,9.289999961853027
2023-02-13,9.65999984741211,9.74899959564209,9.34000015258789,9.460000038146973,9.460000038146973
2023-02-14,9.319999694824219,9.510000228881836,9.0600004196167,9.4399995803833,9.4399995803833
2023-02-15,9.09000015258789,9.449999809265137,9.079999923706055,9.430000305175781,9.430000305175781
2023-02-16,9.40999984741211,9.850000381469727,9.380000114440918,9.699999809265137,9.699999809265137
2023-02-17,9.449999809265137,9.704999923706055,9.34000015258789,9.529999732971191,9.529999732971191
2023-02-21,9.430000305175781,9.640000343322754,9.1899995803833,9.220000267028809,9.220000267028809
2023-02-22,9.229999542236328,9.305000305175781,9.029999732971191,9.210000038146973,9.210000038146973
2023-02-23,9.210000038146973,9.234999656677246,8.734000205993652,9.050000190734863,9.050000190734863
2023-02-24,8.739999771118164,8.75,8.220000267028809,8.399999618530273,8.399999618530273
2023-02-27,8.835000038146973,8.90999984741211,8.4399995803833,8.600000381469727,8.600000381469727
2023-02-28,8.75,9.180000305175781,8.720000267028809,8.920000076293945,8.920000076293945
2023-03-01,9.210000038146973,9.25,8.670000076293945,8.859999656677246,8.859999656677246
2023-03-02,8.949999809265137,9.385000228881836,8.774999618530273,9.329999923706055,9.329999923706055
2023-03-03,9.369999885559082,9.710000038146973,9.255000114440918,9.619999885559082,9.619999885559082
2023-03-06,9.609999656677246,9.630000114440918,9.279999732971191,9.369999885559082,9.369999885559082
2023-03-07,9.039999961853027,9.050999641418457,8.539999961853027,8.630000114440918,8.630000114440918
2023-03-08,8.489999771118164,8.579999923706055,8.270000457763672,8.4399995803833,8.4399995803833
2023-03-09,8.329999923706055,8.449999809265137,8.109999656677246,8.289999961853027,8.289999961853027
2023-03-10,8.220000267028809,8.380000114440918,8.029999732971191,8.180000305175781,8.180000305175781
2023-03-13,8.0600004196167,8.329999923706055,7.849999904632568,8.270000457763672,8.270000457763672
2023-03-14,8.020000457763672,8.170000076293945,7.860000133514404,7.920000076293945,7.920000076293945
2023-03-15,7.690000057220459,8.25,7.659999847412109,8.100000381469727,8.100000381469727
2023-03-16,8.0,8.4350004196167,7.960999965667725,8.329999923706055,8.329999923706055
2023-03-17,8.5,9.489999771118164,8.489999771118164,8.84000015258789,8.84000015258789
2023-03-20,8.359999656677246,9.369999885559082,8.34000015258789,9.149999618530273,9.149999618530273
2023-03-21,9.479999542236328,10.204999923706055,9.479999542236328,9.90999984741211,9.90999984741211
2023-03-22,10.0600004196167,10.100000381469727,9.630000114440918,9.699999809265137,9.699999809265137
2023-03-23,10.0600004196167,10.399999618530273,9.720000267028809,9.90999984741211,9.90999984741211
2023-03-24,9.670000076293945,9.789999961853027,9.470000267028809,9.619999885559082,9.619999885559082
2023-03-27,9.65999984741211,9.869999885559082,9.5,9.710000038146973,9.710000038146973
2023-03-28,10.220000267028809,10.319999694824219,10.039999961853027,10.25,10.25
2023-03-29,10.574999809265137,11.5,10.539999961853027,11.1899995803833,11.1899995803833
2023-03-30,11.420000076293945,11.680000305175781,11.260000228881836,11.390000343322754,11.390000343322754
2023-03-31,11.239999771118164,11.520000457763672,11.079999923706055,11.109999656677246,11.109999656677246
2023-04-03,11.449999809265137,11.550000190734863,10.770999908447266,11.0,11.0
2023-04-04,10.5600004196167,10.720000267028809,10.020000457763672,10.199999809265137,10.199999809265137
2023-04-05,10.09000015258789,10.15999984741211,9.819999694824219,10.039999961853027,10.039999961853027
2023-04-06,10.300000190734863,10.385000228881836,10.109999656677246,10.260000228881836,10.260000228881836
2023-04-10,10.039999961853027,10.3149995803833,9.989999771118164,10.279999732971191,10.279999732971191
2023-04-11,10.479999542236328,10.770999908447266,10.40999984741211,10.489999771118164,10.489999771118164
2023-04-12,10.420000076293945,10.470000267028809,9.899999618530273,9.90999984741211,9.90999984741211
2023-04-13,10.100000381469727,10.180000305175781,9.772000312805176,9.979999542236328,9.979999542236328
2023-04-14,9.84000015258789,10.199999809265137,9.75,9.920000076293945,9.920000076293945
2023-04-17,11.039999961853027,11.430000305175781,10.930000305175781,11.430000305175781,11.430000305175781
2023-04-18,11.140000343322754,11.550000190734863,11.119999885559082,11.279999732971191,11.279999732971191
2023-04-19,10.479999542236328,10.5,9.8100004196167,9.869999885559082,9.869999885559082
2023-04-20,9.614999771118164,9.619999885559082,9.140000343322754,9.329999923706055,9.329999923706055
2023-04-21,9.300000190734863,9.335000038146973,9.020000457763672,9.25,9.25
2023-04-24,9.25,9.359999656677246,9.180999755859375,9.289999961853027,9.289999961853027
2023-04-25,9.140000343322754,9.25,8.630000114440918,8.84000015258789,8.84000015258789
2023-04-26,9.300000190734863,9.529999732971191,8.984999656677246,9.180000305175781,9.180000305175781
2023-04-27,9.300000190734863,9.75,9.270000457763672,9.729999542236328,9.729999542236328
2023-04-28,9.550000190734863,9.640000343322754,9.399999618530273,9.5,9.5
2023-05-01,9.390000343322754,9.9399995803833,9.274999618530273,9.899999618530273,9.899999618530273
2023-05-02,9.729999542236328,9.895000457763672,9.569999694824219,9.75,9.75
2023-05-03,9.579999923706055,9.880000114440918,9.5600004196167,9.670000076293945,9.670000076293945
2023-05-04,9.859999656677246,10.3100004196167,9.6899995803833,10.149999618530273,10.149999618530273
2023-05-05,10.239999771118164,10.609999656677246,10.210000038146973,10.399999618530273,10.399999618530273
2023-05-08,10.619999885559082,10.8100004196167,10.390000343322754,10.550000190734863,10.550000190734863
2023-05-09,9.949999809265137,10.5600004196167,9.875,10.09000015258789,10.09000015258789
2023-05-10,10.239999771118164,10.430000305175781,9.994999885559082,10.300000190734863,10.300000190734863
2023-05-11,10.279999732971191,10.765000343322754,10.210000038146973,10.75,10.75
2023-05-12,10.109999656677246,10.15999984741211,9.600000381469727,9.819999694824219,9.819999694824219
2023-05-15,9.90999984741211,9.90999984741211,9.510000228881836,9.800000190734863,9.800000190734863
2023-05-16,9.579999923706055,9.640000343322754,9.369999885559082,9.510000228881836,9.510000228881836
