Date,LI_Open,LI_High,LI_Low,LI_Close,LI_Adj Close
2023-01-18,22.219999313354492,22.461999893188477,21.110000610351562,21.260000228881836,21.260000228881836
2023-01-19,21.655000686645508,21.959999084472656,21.280000686645508,21.31999969482422,21.31999969482422
2023-01-20,21.860000610351562,22.75,21.540000915527344,22.059999465942383,22.059999465942383
2023-01-23,22.5,23.75,22.46500015258789,23.56999969482422,23.56999969482422
2023-01-24,23.290000915527344,23.799999237060547,23.149999618530273,23.360000610351562,23.360000610351562
2023-01-25,22.93000030517578,23.3700008392334,22.719999313354492,23.15999984741211,23.15999984741211
2023-01-26,24.075000762939453,25.280000686645508,23.979999542236328,25.219999313354492,25.219999313354492
2023-01-27,24.920000076293945,26.084999084472656,24.530000686645508,24.969999313354492,24.969999313354492
2023-01-30,24.0,24.875,23.43199920654297,24.510000228881836,24.510000228881836
2023-01-31,24.3700008392334,25.065000534057617,24.110000610351562,24.899999618530273,24.899999618530273
2023-02-01,26.420000076293945,26.934999465942383,25.729999542236328,26.34000015258789,26.34000015258789
2023-02-02,27.049999237060547,27.479999542236328,26.274999618530273,26.670000076293945,26.670000076293945
2023-02-03,25.614999771118164,26.209999084472656,25.06999969482422,25.079999923706055,25.079999923706055
2023-02-06,24.889999389648438,25.729999542236328,24.290000915527344,25.020000457763672,25.020000457763672
2023-02-07,25.530000686645508,25.90999984741211,24.600000381469727,25.459999084472656,25.459999084472656
2023-02-08,25.65999984741211,25.799999237060547,24.860000610351562,25.170000076293945,25.170000076293945
2023-02-09,26.375999450683594,26.545000076293945,24.924999237060547,25.239999771118164,25.239999771118164
2023-02-10,23.889999389648438,24.12700080871582,23.450000762939453,23.850000381469727,23.850000381469727
2023-02-13,24.520000457763672,25.950000762939453,24.400999069213867,24.959999084472656,24.959999084472656
2023-02-14,24.670000076293945,25.729999542236328,24.299999237060547,25.639999389648438,25.639999389648438
2023-02-15,24.950000762939453,25.420000076293945,24.299999237060547,25.389999389648438,25.389999389648438
2023-02-16,24.96500015258789,25.309999465942383,24.691999435424805,24.739999771118164,24.739999771118164
2023-02-17,24.1299991607666,24.43000030517578,23.700000762939453,24.040000915527344,24.040000915527344
2023-02-21,24.09000015258789,24.584999084472656,23.899999618530273,24.299999237060547,24.299999237060547
2023-02-22,23.989999771118164,24.229999542236328,23.40399932861328,23.690000534057617,23.690000534057617
2023-02-23,24.34000015258789,24.3700008392334,23.559999465942383,24.170000076293945,24.170000076293945
2023-02-24,23.3799991607666,23.615999221801758,23.062000274658203,23.229999542236328,23.229999542236328
2023-02-27,24.360000610351562,24.440000534057617,22.850000381469727,23.299999237060547,23.299999237060547
2023-02-28,23.299999237060547,24.0,23.0,23.610000610351562,23.610000610351562
2023-03-01,25.0,25.079999923706055,23.739999771118164,24.510000228881836,24.510000228881836
2023-03-02,24.6299991607666,25.360000610351562,24.429000854492188,25.31999969482422,25.31999969482422
2023-03-03,25.239999771118164,25.31999969482422,24.90999984741211,25.100000381469727,25.100000381469727
2023-03-06,25.110000610351562,25.229999542236328,24.729999542236328,25.0,25.0
2023-03-07,24.350000381469727,24.399999618530273,23.33799934387207,23.59000015258789,23.59000015258789
2023-03-08,23.0,23.049999237060547,21.81999969482422,22.290000915527344,22.290000915527344
2023-03-09,21.799999237060547,21.920000076293945,21.104999542236328,21.43000030517578,21.43000030517578
2023-03-10,21.219999313354492,21.729999542236328,20.860000610351562,21.3700008392334,21.3700008392334
2023-03-13,21.71500015258789,22.5,21.559999465942383,22.280000686645508,22.280000686645508
2023-03-14,22.059999465942383,22.170000076293945,21.53499984741211,21.989999771118164,21.989999771118164
2023-03-15,21.3799991607666,21.549999237060547,20.802000045776367,21.350000381469727,21.350000381469727
2023-03-16,21.299999237060547,22.110000610351562,21.17799949645996,21.979999542236328,21.979999542236328
2023-03-17,22.670000076293945,23.084999084472656,22.014999389648438,22.59000015258789,22.59000015258789
