Date,BYDDF_Open,BYDDF_High,BYDDF_Low,BYDDF_Close,BYDDF_Adj Close
2023-04-03,29.350000381469727,29.860000610351562,29.350000381469727,29.469999313354492,29.325565338134766
2023-04-04,29.469999313354492,29.469999313354492,28.899999618530273,29.229999542236328,29.086742401123047
2023-04-05,29.290000915527344,29.290000915527344,28.360000610351562,28.600000381469727,28.45983123779297
2023-04-06,28.65999984741211,29.25,28.65999984741211,29.15999984741211,29.017086029052734
2023-04-10,29.25,29.309999465942383,28.600000381469727,29.0,28.85787010192871
2023-04-11,28.670000076293945,29.229999542236328,28.670000076293945,28.899999618530273,28.758359909057617
2023-04-12,28.030000686645508,28.6299991607666,27.719999313354492,27.780000686645508,27.643850326538086
2023-04-13,28.139999389648438,28.8700008392334,27.959999084472656,28.3700008392334,28.230958938598633
2023-04-14,28.520000457763672,28.950000762939453,28.420000076293945,28.549999237060547,28.41007423400879
2023-04-17,28.75,29.639999389648438,28.43000030517578,29.399999618530273,29.255908966064453
2023-04-18,29.40999984741211,29.729999542236328,29.020000457763672,29.450000762939453,29.3056640625
2023-04-19,29.700000762939453,29.770000457763672,28.950000762939453,29.770000457763672,29.624095916748047
2023-04-20,29.5,29.5,28.510000228881836,28.75,28.609094619750977
2023-04-21,28.690000534057617,28.690000534057617,27.969999313354492,28.440000534057617,28.300615310668945
2023-04-24,29.469999313354492,29.469999313354492,29.040000915527344,29.15999984741211,29.017086029052734
2023-04-25,28.799999237060547,29.059999465942383,28.010000228881836,28.010000228881836,27.872722625732422
2023-04-26,29.350000381469727,29.81999969482422,29.25,29.3700008392334,29.226057052612305
2023-04-27,30.0,31.06999969482422,30.0,30.940000534057617,30.788362503051758
2023-04-28,30.75,30.75,29.989999771118164,30.290000915527344,30.14154815673828
2023-05-01,30.0,30.5,28.950000762939453,30.219999313354492,30.071889877319336
2023-05-02,29.1299991607666,30.450000762939453,28.90999984741211,29.139999389648438,28.997182846069336
2023-05-03,29.479999542236328,29.739999771118164,29.309999465942383,29.5,29.355419158935547
2023-05-04,29.84000015258789,30.1299991607666,29.84000015258789,30.100000381469727,29.952478408813477
2023-05-05,30.0,30.25,28.8700008392334,30.25,30.101743698120117
2023-05-08,30.3700008392334,30.670000076293945,30.200000762939453,30.399999618530273,30.251007080078125
2023-05-09,30.0,30.75,29.899999618530273,30.329999923706055,30.181350708007812
2023-05-10,30.6299991607666,31.399999618530273,30.610000610351562,31.219999313354492,31.066987991333008
2023-05-11,30.860000610351562,31.600000381469727,30.860000610351562,31.520000457763672,31.36551856994629
2023-05-12,31.149999618530273,31.56999969482422,30.600000381469727,30.68000030517578,30.52963638305664
2023-05-15,31.280000686645508,32.47999954223633,31.200000762939453,31.6299991607666,31.474979400634766
2023-05-16,31.600000381469727,31.600000381469727,30.950000762939453,31.049999237060547,30.8978214263916
2023-05-17,30.799999237060547,30.959999084472656,30.5,30.860000610351562,30.70875358581543
2023-05-18,30.520000457763672,31.950000762939453,30.520000457763672,30.600000381469727,30.450027465820312
2023-05-19,31.040000915527344,31.360000610351562,31.040000915527344,31.18000030517578,31.027185440063477
2023-05-22,31.670000076293945,32.77000045776367,31.670000076293945,32.29999923706055,32.14169692993164
2023-05-23,31.920000076293945,31.969999313354492,31.510000228881836,31.600000381469727,31.445127487182617
2023-05-24,31.5,31.6299991607666,31.139999389648438,31.260000228881836,31.106792449951172
2023-05-25,31.0,31.079999923706055,29.5,29.579999923706055,29.435026168823242
2023-05-26,29.850000381469727,31.06999969482422,29.3700008392334,29.829999923706055,29.683801651000977
2023-05-30,29.579999923706055,30.459999084472656,29.579999923706055,29.75,29.60419464111328
2023-05-31,29.760000228881836,30.540000915527344,29.739999771118164,30.200000762939453,30.05198860168457
2023-06-01,31.0,31.049999237060547,30.059999465942383,30.799999237060547,30.649045944213867
2023-06-02,31.010000228881836,31.979999542236328,31.0,31.5,31.345617294311523
2023-06-05,31.729999542236328,32.849998474121094,30.489999771118164,31.809999465942383,31.654096603393555
2023-06-06,32.0,32.75,32.0,32.75,32.5894889831543
2023-06-07,33.38999938964844,33.45000076293945,31.799999237060547,31.979999542236328,31.82326316833496
2023-06-08,31.479999542236328,32.04999923706055,31.479999542236328,32.04999923706055,31.892921447753906
2023-06-09,32.29999923706055,32.599998474121094,32.0,32.20000076293945,32.04218673706055
2023-06-12,32.2599983215332,32.97999954223633,32.099998474121094,32.849998474121094,32.68899917602539
2023-06-13,33.0,33.220001220703125,32.86000061035156,33.060001373291016,33.060001373291016
2023-06-14,32.90999984741211,34.279998779296875,32.90999984741211,33.58000183105469,33.58000183105469
2023-06-15,34.11000061035156,34.97999954223633,34.11000061035156,34.970001220703125,34.970001220703125
2023-06-16,34.900001525878906,34.900001525878906,34.099998474121094,34.310001373291016,34.310001373291016
2023-06-20,33.25,33.650001525878906,33.04999923706055,33.45000076293945,33.45000076293945
2023-06-21,33.2400016784668,34.13999938964844,33.2400016784668,33.36000061035156,33.36000061035156
2023-06-22,33.290000915527344,33.5,33.11000061035156,33.380001068115234,33.380001068115234
2023-06-23,32.290000915527344,32.849998474121094,32.20000076293945,32.54999923706055,32.54999923706055
2023-06-26,32.529998779296875,32.54999923706055,31.59000015258789,32.25,32.25
2023-06-27,32.0,32.529998779296875,31.59000015258789,32.41999816894531,32.41999816894531
2023-06-28,32.400001525878906,32.439998626708984,31.760000228881836,32.15999984741211,32.15999984741211
2023-06-29,31.59000015258789,31.899999618530273,31.229999542236328,31.3700008392334,31.3700008392334
2023-06-30,31.799999237060547,32.45000076293945,31.799999237060547,32.0,32.0
2023-07-03,33.0,33.54999923706055,33.0,33.099998474121094,33.099998474121094
2023-07-05,33.45000076293945,33.81999969482422,33.439998626708984,33.599998474121094,33.599998474121094
2023-07-06,33.81999969482422,34.79999923706055,33.0,33.369998931884766,33.369998931884766
2023-07-07,33.119998931884766,33.41999816894531,32.349998474121094,33.29999923706055,33.29999923706055
2023-07-10,32.29999923706055,33.810001373291016,32.29999923706055,33.29999923706055,33.29999923706055
2023-07-11,32.47999954223633,34.97999954223633,32.47999954223633,33.84000015258789,33.84000015258789
2023-07-12,32.880001068115234,34.040000915527344,32.880001068115234,33.90999984741211,33.90999984741211
2023-07-13,32.5,34.97999954223633,32.5,34.0,34.0
2023-07-14,34.84000015258789,34.84000015258789,33.83000183105469,34.529998779296875,34.529998779296875
2023-07-17,34.900001525878906,35.0,33.0,34.15999984741211,34.15999984741211
2023-07-18,33.849998474121094,34.099998474121094,33.52000045776367,33.630001068115234,33.630001068115234
2023-07-19,33.869998931884766,34.31999969482422,33.869998931884766,34.220001220703125,34.220001220703125
2023-07-20,34.25,34.25,33.900001525878906,34.040000915527344,34.040000915527344
2023-07-21,34.349998474121094,34.349998474121094,33.91999816894531,33.91999816894531,33.91999816894531
2023-07-24,32.529998779296875,34.4900016784668,31.899999618530273,34.16999816894531,34.16999816894531
2023-07-25,33.43000030517578,34.38999938964844,33.43000030517578,33.849998474121094,33.849998474121094
2023-07-26,33.59000015258789,34.849998474121094,33.59000015258789,34.599998474121094,34.599998474121094
2023-07-27,33.65999984741211,35.0,33.599998474121094,33.63999938964844,33.63999938964844
2023-07-28,33.86000061035156,35.36000061035156,33.72999954223633,35.349998474121094,35.349998474121094
2023-07-31,36.27000045776367,36.27000045776367,35.189998626708984,35.689998626708984,35.689998626708984
2023-08-01,35.220001220703125,35.5,35.09000015258789,35.18000030517578,35.18000030517578
2023-08-02,33.79999923706055,34.95000076293945,33.79999923706055,34.43000030517578,34.43000030517578
2023-08-03,34.43000030517578,35.25,34.43000030517578,35.09000015258789,35.09000015258789
2023-08-04,35.599998474121094,35.619998931884766,34.119998931884766,34.20000076293945,34.20000076293945
2023-08-07,34.4900016784668,35.189998626708984,34.15999984741211,34.380001068115234,34.380001068115234
2023-08-08,33.70000076293945,33.70000076293945,32.709999084472656,32.91999816894531,32.91999816894531
2023-08-09,34.36000061035156,34.36000061035156,32.529998779296875,32.77000045776367,32.77000045776367
2023-08-10,32.58000183105469,33.790000915527344,32.58000183105469,33.04999923706055,33.04999923706055
2023-08-11,33.43000030517578,33.43000030517578,31.90999984741211,32.06999969482422,32.06999969482422
2023-08-14,31.030000686645508,31.049999237060547,29.809999465942383,30.329999923706055,30.329999923706055
2023-08-15,29.469999313354492,30.510000228881836,29.469999313354492,29.5,29.5
2023-08-16,29.81999969482422,29.81999969482422,28.75,28.75,28.75
2023-08-17,29.399999618530273,30.0,29.329999923706055,29.399999618530273,29.399999618530273
2023-08-18,28.149999618530273,28.649999618530273,28.010000228881836,28.059999465942383,28.059999465942383
2023-08-21,27.149999618530273,28.209999084472656,27.149999618530273,28.209999084472656,28.209999084472656
2023-08-22,28.190000534057617,28.399999618530273,27.799999237060547,27.940000534057617,27.940000534057617
2023-08-23,27.65999984741211,28.420000076293945,27.65999984741211,28.299999237060547,28.299999237060547
2023-08-24,28.40999984741211,29.149999618530273,28.40999984741211,28.5,28.5
2023-08-25,28.520000457763672,28.989999771118164,28.420000076293945,28.81999969482422,28.81999969482422
2023-08-28,29.0,30.059999465942383,29.0,29.450000762939453,29.450000762939453
2023-08-29,30.049999237060547,31.0,30.049999237060547,30.8799991607666,30.8799991607666
2023-08-30,31.959999084472656,31.959999084472656,31.100000381469727,31.579999923706055,31.579999923706055
2023-08-31,31.59000015258789,31.93000030517578,31.309999465942383,31.479999542236328,31.479999542236328
2023-09-01,32.5099983215332,32.5099983215332,31.489999771118164,32.06999969482422,32.06999969482422
2023-09-05,30.600000381469727,32.7599983215332,30.600000381469727,31.799999237060547,31.799999237060547
2023-09-06,32.5,32.790000915527344,31.780000686645508,32.0,32.0
2023-09-07,31.950000762939453,31.950000762939453,30.649999618530273,31.399999618530273,31.399999618530273
2023-09-08,31.399999618530273,32.08000183105469,30.3700008392334,31.18000030517578,31.18000030517578
2023-09-11,31.760000228881836,31.799999237060547,31.299999237060547,31.799999237060547,31.799999237060547
2023-09-12,32.04999923706055,32.79999923706055,32.0,32.79999923706055,32.79999923706055
2023-09-13,32.56999969482422,32.56999969482422,31.65999984741211,31.799999237060547,31.799999237060547
2023-09-14,31.309999465942383,31.959999084472656,31.309999465942383,31.450000762939453,31.450000762939453
2023-09-15,31.200000762939453,31.530000686645508,31.200000762939453,31.3700008392334,31.3700008392334
2023-09-18,31.0,31.760000228881836,30.940000534057617,31.600000381469727,31.600000381469727
2023-09-19,31.0,31.59000015258789,31.0,31.399999618530273,31.399999618530273
2023-09-20,30.350000381469727,31.579999923706055,30.350000381469727,31.219999313354492,31.219999313354492
2023-09-21,30.5,31.0,29.600000381469727,30.399999618530273,30.399999618530273
2023-09-22,30.8799991607666,31.729999542236328,30.8799991607666,31.420000076293945,31.420000076293945
2023-09-25,31.75,31.899999618530273,31.5,31.600000381469727,31.600000381469727
2023-09-26,29.600000381469727,31.579999923706055,29.600000381469727,30.760000228881836,30.760000228881836
2023-09-27,30.75,30.8799991607666,30.209999084472656,30.450000762939453,30.450000762939453
2023-09-28,30.399999618530273,30.399999618530273,29.200000762939453,30.100000381469727,30.100000381469727
2023-09-29,30.950000762939453,30.950000762939453,30.420000076293945,30.889999389648438,30.889999389648438
2023-10-02,31.690000534057617,31.690000534057617,30.010000228881836,30.5,30.5
2023-10-03,30.0,30.850000381469727,30.0,30.5,30.5
2023-10-04,29.799999237060547,29.799999237060547,29.540000915527344,29.770000457763672,29.770000457763672
2023-10-05,30.520000457763672,30.520000457763672,29.200000762939453,29.850000381469727,29.850000381469727
2023-10-06,29.360000610351562,30.350000381469727,29.360000610351562,30.350000381469727,30.350000381469727
2023-10-09,30.0,30.850000381469727,29.729999542236328,30.010000228881836,30.010000228881836
2023-10-10,30.290000915527344,30.850000381469727,30.010000228881836,30.790000915527344,30.790000915527344
2023-10-11,30.899999618530273,31.25,30.899999618530273,31.0,31.0
2023-10-12,31.200000762939453,32.61000061035156,31.100000381469727,31.299999237060547,31.299999237060547
2023-10-13,31.0,31.25,30.760000228881836,30.850000381469727,30.850000381469727
2023-10-16,30.799999237060547,31.200000762939453,30.6200008392334,31.010000228881836,31.010000228881836
2023-10-17,31.200000762939453,31.950000762939453,31.200000762939453,31.709999084472656,31.709999084472656
2023-10-18,32.33000183105469,32.7599983215332,31.709999084472656,32.290000915527344,32.290000915527344
2023-10-19,32.150001525878906,32.29999923706055,30.760000228881836,31.65999984741211,31.65999984741211
2023-10-20,30.100000381469727,31.649999618530273,30.100000381469727,31.0,31.0
2023-10-23,30.229999542236328,31.170000076293945,30.1200008392334,31.0,31.0
2023-10-24,31.5,31.5,30.700000762939453,31.440000534057617,31.440000534057617
2023-10-25,30.5,31.25,30.0,30.770000457763672,30.770000457763672
2023-10-26,30.780000686645508,31.299999237060547,30.649999618530273,31.0,31.0
2023-10-27,32.41999816894531,32.41999816894531,30.899999618530273,30.899999618530273,30.899999618530273
2023-10-30,31.549999237060547,31.700000762939453,31.110000610351562,31.399999618530273,31.399999618530273
2023-10-31,31.350000381469727,31.350000381469727,30.149999618530273,30.5,30.5
2023-11-01,30.600000381469727,30.600000381469727,29.899999618530273,30.139999389648438,30.139999389648438
2023-11-02,29.700000762939453,30.770000457763672,29.700000762939453,30.059999465942383,30.059999465942383
2023-11-03,30.75,31.389999389648438,30.600000381469727,31.049999237060547,31.049999237060547
2023-11-06,31.5,31.90999984741211,31.450000762939453,31.75,31.75
2023-11-07,31.270000457763672,31.799999237060547,31.270000457763672,31.600000381469727,31.600000381469727
2023-11-08,30.299999237060547,31.850000381469727,30.299999237060547,31.399999618530273,31.399999618530273
2023-11-09,31.079999923706055,31.600000381469727,30.690000534057617,31.09000015258789,31.09000015258789
2023-11-10,30.799999237060547,31.100000381469727,30.799999237060547,30.950000762939453,30.950000762939453
2023-11-13,30.299999237060547,31.420000076293945,30.09000015258789,31.1200008392334,31.1200008392334
2023-11-14,31.25,32.04999923706055,31.0,31.959999084472656,31.959999084472656
2023-11-15,32.099998474121094,32.5,32.0099983215332,32.29999923706055,32.29999923706055
2023-11-16,32.189998626708984,32.27000045776367,31.450000762939453,31.760000228881836,31.760000228881836
2023-11-17,31.799999237060547,32.349998474121094,31.09000015258789,31.59000015258789,31.59000015258789
2023-11-20,31.5,32.369998931884766,30.31999969482422,31.770000457763672,31.770000457763672
2023-11-21,31.920000076293945,31.920000076293945,30.770000457763672,30.950000762939453,30.950000762939453
2023-11-22,31.0,31.469999313354492,30.780000686645508,30.780000686645508,30.780000686645508
2023-11-24,30.100000381469727,30.149999618530273,29.559999465942383,29.690000534057617,29.690000534057617
2023-11-27,28.829999923706055,28.90999984741211,28.329999923706055,28.8700008392334,28.8700008392334
2023-11-28,28.5,28.5,28.190000534057617,28.299999237060547,28.299999237060547
2023-11-29,27.75,27.75,27.25,27.399999618530273,27.399999618530273
2023-11-30,27.0,27.5,26.799999237060547,26.920000076293945,26.920000076293945
2023-12-01,26.219999313354492,27.0,26.020000457763672,26.510000228881836,26.510000228881836
2023-12-04,26.68000030517578,27.0,26.3700008392334,26.739999771118164,26.739999771118164
2023-12-05,26.760000228881836,26.950000762939453,26.200000762939453,26.780000686645508,26.780000686645508
2023-12-06,27.149999618530273,27.709999084472656,26.270000457763672,27.450000762939453,27.450000762939453
2023-12-07,27.34000015258789,27.780000686645508,27.34000015258789,27.530000686645508,27.530000686645508
2023-12-08,27.700000762939453,28.010000228881836,26.049999237060547,26.950000762939453,26.950000762939453
2023-12-11,26.5,27.65999984741211,26.299999237060547,26.8799991607666,26.8799991607666
2023-12-12,26.200000762939453,26.850000381469727,26.200000762939453,26.40999984741211,26.40999984741211
2023-12-13,26.450000762939453,26.450000762939453,25.68000030517578,26.270000457763672,26.270000457763672
2023-12-14,26.299999237060547,26.889999389648438,26.0,26.8700008392334,26.8700008392334
2023-12-15,26.799999237060547,27.0,26.219999313354492,26.25,26.25
2023-12-18,26.0,27.0,25.600000381469727,25.799999237060547,25.799999237060547
2023-12-19,25.56999969482422,26.25,25.100000381469727,26.149999618530273,26.149999618530273
2023-12-20,25.5,25.790000915527344,25.059999465942383,25.309999465942383,25.309999465942383
2023-12-21,25.670000076293945,26.579999923706055,25.450000762939453,26.059999465942383,26.059999465942383
2023-12-22,26.75,26.920000076293945,24.950000762939453,26.459999084472656,26.459999084472656
2023-12-26,26.399999618530273,27.280000686645508,26.399999618530273,26.639999389648438,26.639999389648438
2023-12-27,25.649999618530273,26.899999618530273,25.649999618530273,26.6299991607666,26.6299991607666
2023-12-28,26.350000381469727,28.200000762939453,26.299999237060547,27.610000610351562,27.610000610351562
2023-12-29,28.299999237060547,28.299999237060547,27.100000381469727,27.68000030517578,27.68000030517578
2024-01-02,27.489999771118164,27.489999771118164,26.799999237060547,26.850000381469727,26.850000381469727
2024-01-03,27.100000381469727,27.329999923706055,25.959999084472656,27.270000457763672,27.270000457763672
2024-01-04,27.780000686645508,27.8799991607666,26.84000015258789,26.920000076293945,26.920000076293945
2024-01-05,27.670000076293945,27.670000076293945,26.299999237060547,26.75,26.75
2024-01-08,27.229999542236328,27.229999542236328,26.209999084472656,26.700000762939453,26.700000762939453
2024-01-09,27.0,27.559999465942383,26.0,26.56999969482422,26.56999969482422
2024-01-10,26.979999542236328,26.979999542236328,26.190000534057617,26.299999237060547,26.299999237060547
2024-01-11,26.920000076293945,28.040000915527344,26.81999969482422,27.06999969482422,27.06999969482422
2024-01-12,27.25,27.5,26.899999618530273,27.0,27.0
2024-01-16,26.75,26.75,26.049999237060547,26.149999618530273,26.149999618530273
2024-01-17,25.469999313354492,25.489999771118164,24.899999618530273,25.079999923706055,25.079999923706055
2024-01-18,25.3700008392334,25.5,25.1200008392334,25.25,25.25
2024-01-19,25.219999313354492,25.559999465942383,24.920000076293945,25.350000381469727,25.350000381469727
2024-01-22,25.360000610351562,25.360000610351562,24.56999969482422,24.899999618530273,24.899999618530273
2024-01-23,25.0,25.950000762939453,25.0,25.889999389648438,25.889999389648438
2024-01-24,25.200000762939453,26.479999542236328,25.200000762939453,25.65999984741211,25.65999984741211
2024-01-25,25.850000381469727,25.940000534057617,25.149999618530273,25.350000381469727,25.350000381469727
2024-01-26,25.280000686645508,25.280000686645508,24.56999969482422,24.68000030517578,24.68000030517578
2024-01-29,23.729999542236328,23.850000381469727,23.299999237060547,23.34000015258789,23.34000015258789
2024-01-30,23.34000015258789,23.639999389648438,22.600000381469727,22.799999237060547,22.799999237060547
2024-01-31,22.59000015258789,22.760000228881836,21.799999237060547,22.5,22.5
2024-02-01,22.420000076293945,22.90999984741211,22.350000381469727,22.709999084472656,22.709999084472656
2024-02-02,22.959999084472656,22.959999084472656,22.0,22.110000610351562,22.110000610351562
2024-02-05,22.110000610351562,22.110000610351562,21.850000381469727,21.989999771118164,21.989999771118164
2024-02-06,23.149999618530273,23.549999237060547,23.0,23.530000686645508,23.530000686645508
2024-02-07,23.989999771118164,24.0,23.299999237060547,23.520000457763672,23.520000457763672
2024-02-08,23.260000228881836,23.600000381469727,23.260000228881836,23.5,23.5
2024-02-09,22.700000762939453,24.290000915527344,22.700000762939453,23.530000686645508,23.530000686645508
2024-02-12,22.510000228881836,24.239999771118164,22.510000228881836,24.1200008392334,24.1200008392334
2024-02-13,22.950000762939453,24.200000762939453,22.950000762939453,23.5,23.5
2024-02-14,23.799999237060547,24.200000762939453,23.200000762939453,23.700000762939453,23.700000762939453
2024-02-15,23.950000762939453,23.950000762939453,23.399999618530273,23.549999237060547,23.549999237060547
2024-02-16,24.020000457763672,24.649999618530273,24.020000457763672,24.360000610351562,24.360000610351562
2024-02-20,23.649999618530273,23.649999618530273,23.1200008392334,23.329999923706055,23.329999923706055
2024-02-21,24.149999618530273,24.149999618530273,23.610000610351562,23.899999618530273,23.899999618530273
2024-02-22,23.90999984741211,24.360000610351562,23.5,23.84000015258789,23.84000015258789
2024-02-23,23.469999313354492,23.829999923706055,23.450000762939453,23.5,23.5
2024-02-26,23.75,24.670000076293945,23.75,24.639999389648438,24.639999389648438
2024-02-27,25.299999237060547,26.0,25.299999237060547,25.540000915527344,25.540000915527344
